title,authors,original_publication_year,average_rating,tag_id,book_id,books_count,work_ratings_count,work_text_reviews_count,tag_name
Duma Key,Stephen King,2008,3.93,31,1360,105,79596,4435,horror
The House at Riverton,Kate Morton,2006,3.93,11,1361,121,80893,7094,fiction
"Winter`s Heart (Wheel of Time, #9)",Robert Jordan,2000,3.92,10,1362,59,77514,1340,fantasy
"Proven Guilty (The Dresden Files, #8)",Jim Butcher,2006,4.41,10,1363,31,80690,2077,fantasy
"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,2014,3.94,18,1366,68,91051,10731,young adult
The Once and Future King (The Once and Future King #1-4),T.H. White,1958,4.08,5,1367,109,82929,3169,classics
"Small Gods (Discworld, #13)",Terry Pratchett,1992,4.27,10,1368,81,81526,1978,fantasy
"Bud, Not Buddy",Christopher Paul Curtis,1999,3.89,11,1369,51,75420,4032,fiction
Fun Home: A Family Tragicomic,Alison Bechdel,2006,4.12,6,1370,42,82994,6685,comics
Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,2007,4.1,16,1371,85,67993,3748,nonfiction
الفيل الأزرق,أحمد مراد,2012,3.8,11,1372,6,54340,5771,fiction
"The Indian in the Cupboard (The Indian in the Cupboard, #1)",Lynne Reid Banks,1980,3.89,10,1373,64,82416,1786,fantasy
"A Memory of Light (Wheel of Time, #14)","Robert Jordan, Brandon Sanderson",2012,4.5,10,1374,33,75741,4883,fantasy
Me and Earl and the Dying Girl,Jesse Andrews,2012,3.58,18,1375,75,93511,11471,young adult
"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,2010,4.16,11,1376,71,72534,3395,fiction
"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,2002,4.34,15,1377,2,63694,39,mystery
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,1998,3.84,12,1378,72,75908,4547,history
"2nd Chance (Women`s Murder Club, #2)","James Patterson, Andrew Gross",2002,4.01,15,1379,103,75300,2128,mystery
"The Complete Maus (Maus, #1-2)",Art Spiegelman,1986,4.53,11,1380,80,84323,4733,fiction
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,2001,3.92,10,1381,4,94631,8521,fantasy
Anne Rice`s The Vampire Lestat: A Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",1989,4.17,31,1382,4,61903,101,horror
Sideways Stories from Wayside School (Wayside School #1),"Louis Sachar, Adam McCauley",1978,4.14,11,1383,34,78027,1973,fiction
The Art of Happiness,"Dalai Lama XIV, Howard C. Cutler",1998,4.14,16,1384,94,64415,1811,nonfiction
The Bone Clocks,David Mitchell,2014,3.81,11,1385,60,65210,8606,fiction
Black and Blue,Anna Quindlen,1998,3.86,11,1386,38,69673,1394,fiction
"Origins (The Vampire Diaries: Stefan`s Diaries, #1)","L.J. Smith, Kevin Williamson, Julie Plec",2010,4.1,10,1387,37,60888,811,fantasy
The Last Juror,John Grisham,2004,3.85,11,1388,101,66955,1754,fiction
Diary,Chuck Palahniuk,2003,3.6,11,1389,59,61369,2196,fiction
"Eleven on Top (Stephanie Plum, #11)",Janet Evanovich,2005,4.15,15,1390,48,88853,1747,mystery
"Inkspell (Inkworld, #2)","Cornelia Funke, Anthea Bell",2005,3.91,10,1391,82,90308,3572,fantasy
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,2003,3.75,16,1392,16,57867,3344,nonfiction
"White Night (The Dresden Files, #9)",Jim Butcher,2007,4.41,10,1394,33,80439,1851,fantasy
The Miniaturist,Jessie Burton,2014,3.58,11,1395,98,72938,8777,fiction
"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)","Margaret Weis, Tracy Hickman",1984,4.03,10,1396,69,80856,1539,fantasy
"The Lost Colony (Artemis Fowl, #5)",Eoin Colfer,2006,4.01,10,1397,79,108016,1569,fantasy
"Extras (Uglies, #4)",Scott Westerfeld,2006,3.59,18,1398,52,90780,4945,young adult
"The Burning Bridge (Ranger`s Apprentice, #2)",John Flanagan,2005,4.28,10,1399,73,79019,2395,fantasy
"The Book of Life (All Souls Trilogy, #3)",Deborah Harkness,2014,4.15,10,1400,54,78202,7562,fantasy
The Artist`s Way: A Spiritual Path to Higher Creativity,Julia Cameron,1992,3.89,16,1401,72,68129,1778,nonfiction
The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",1992,4.2,11,1402,13,79128,1894,fiction
Horns,Joe Hill,2009,3.92,31,1403,8,76605,7298,horror
Catherine the Great: Portrait of a Woman,Robert K. Massie,2011,3.91,12,1404,33,69761,3254,history
"The Year of the Flood  (MaddAddam, #2)",Margaret Atwood,2009,4.05,11,1405,82,77159,6394,fiction
Winter Garden,Kristin Hannah,2009,4.13,11,1406,56,74715,8900,fiction
The King of Torts,John Grisham,2003,3.67,11,1407,111,65334,1711,fiction
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",2006,4.34,16,1408,57,59060,6071,nonfiction
The 3 Mistakes of My Life,Chetan Bhagat,2008,2.97,11,1409,18,54794,1295,fiction
"Shadow`s Edge (Night Angel, #2)",Brent Weeks,2008,4.27,10,1412,38,70647,1608,fantasy
"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,2011,4.01,18,1413,57,94313,8426,young adult
"True Believer (Jeremy Marsh & Lexie Darnell, #1)",Nicholas Sparks,2003,3.8,17,1414,94,67625,2583,romance
The Lean Startup: How Today`s Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,2011,4.04,4,1415,47,90657,1854,business
"The Golden Lily (Bloodlines, #2)",Richelle Mead,2012,4.36,18,1416,35,91787,6026,young adult
Chasing Harry Winston,Lauren Weisberger,2008,3.32,11,1417,89,65899,2590,fiction
"Magician`s Gambit (The Belgariad, #3)",David Eddings,1983,4.13,10,1418,55,72820,655,fantasy
The Stand: Captain Trips,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",2009,4.43,6,1419,18,57974,276,comics
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,1960,4.15,12,1420,1,68004,1943,history
A Long Way Down,Nick Hornby,2005,3.41,11,1421,89,67676,4553,fiction
"Out from Boneville (Bone, #1)","Jeff Smith, Steve Hamaker",1993,4.16,6,1422,35,63076,1725,comics
Rose Madder,Stephen King,1995,3.66,31,1423,123,76251,1714,horror
"Die Trying (Jack Reacher, #2)",Lee Child,1998,4,11,1424,98,73664,3367,fiction
"Beautiful Chaos (Caster Chronicles, #3)","Kami Garcia, Margaret Stohl, Paz Pruneda",2011,3.95,10,1425,60,81492,4353,fantasy
Keeping Faith,Jodi Picoult,1999,3.79,11,1426,50,69258,3462,fiction
Heart-Shaped Box,Joe Hill,2007,3.82,31,1427,83,74583,6430,horror
"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney,2010,4.21,11,1428,77,67998,3340,fiction
"Beyond the Shadows (Night Angel, #3)",Brent Weeks,2008,4.29,10,1429,39,68939,1726,fantasy
Everyone Worth Knowing,Lauren Weisberger,2005,3.39,11,1430,85,62880,1936,fiction
"Redwall (Redwall, #1)",Brian Jacques,1986,4.11,10,1431,86,81764,2889,fantasy
The Woman in Cabin 10,Ruth Ware,2016,3.67,15,1433,37,109821,12391,mystery
Sophie`s Choice,William Styron,1979,4.18,11,1435,118,71077,2025,fiction
"Shopaholic and Sister (Shopaholic, #4)",Sophie Kinsella,2004,3.64,11,1436,89,73740,2064,fiction
The Iron Daughter,Julie Kagawa,2010,4.13,10,1437,44,96799,5131,fantasy
The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,2000,3.92,16,1438,36,58056,550,nonfiction
The Age of Miracles,Karen Thompson Walker,2012,3.64,11,1439,87,71793,10726,fiction
Have a Little Faith: a True Story,Mitch Albom,2009,4.16,16,1440,52,63096,4273,nonfiction
My Life in France,"Julia Child, Alex Prud`Homme",2006,4.16,16,1441,38,67577,6515,nonfiction
"The Rosie Effect (Don Tillman, #2)",Graeme Simsion,2014,3.56,11,1442,60,69847,8270,fiction
The Secret of the Nagas (Shiva Trilogy #2),Amish Tripathi,2011,3.98,11,1443,37,55054,2109,fiction
Ham on Rye,Charles Bukowski,1982,4.16,11,1444,85,61743,2425,fiction
Flipped,Wendelin Van Draanen,2001,3.94,18,1445,45,81706,6209,young adult
Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",2003,3.81,16,1446,28,54382,649,nonfiction
"Relic (Pendergast, #1)","Douglas Preston, Lincoln Child",1995,4.01,28,1448,98,73343,2531,thriller
Notes from a Small Island,Bill Bryson,1995,3.91,16,1449,63,72421,3323,nonfiction
"Small Favor (The Dresden Files, #10)",Jim Butcher,2008,4.43,10,1450,31,76253,1975,fantasy
"The Walking Dead, Compendium 1",Robert Kirkman,2009,4.43,6,1451,7,58612,2154,comics
"Princess Academy (Princess Academy, #1)",Shannon Hale,2005,4.01,10,1452,50,87725,7803,fantasy
"Everything, Everything","Nicola Yoon, David Yoon",2015,4.11,18,1453,86,150407,23712,young adult
Flight Behavior,Barbara Kingsolver,2012,3.75,11,1455,38,65593,8825,fiction
"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,2008,4.26,10,1456,31,67659,2862,fantasy
"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,1999,3.53,11,1457,141,81599,2215,fiction
Corelli`s Mandolin,Louis de Bernières,1994,3.95,11,1458,105,65596,2279,fiction
"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Nicholas Sparks,2004,3.81,17,1459,80,66617,3240,romance
In a Sunburned Country,Bill Bryson,2000,4.05,16,1460,76,66668,4455,nonfiction
The Orphan Master`s Son,Adam Johnson,2012,4.06,11,1462,55,63406,8316,fiction
"Enchanters` End Game (The Belgariad, #5)",David Eddings,1984,4.17,10,1463,55,73032,658,fantasy
The Complete Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003,4.36,6,1464,60,77274,5335,comics
The Chosen,Chaim Potok,1967,4.03,11,1465,79,73070,3495,fiction
The Agony and the Ecstasy,"Irving Stone, שמואל שניצר",1958,4.09,11,1466,94,63116,1591,fiction
"The Angel`s Game (The Cemetery of Forgotten Books, #2)","Carlos Ruiz Zafón, Lucia Graves",2008,3.86,11,1467,178,74934,7130,fiction
"Love, Rosie",Cecelia Ahern,2004,3.95,7,1468,166,78558,8227,contemporary
Amelia Bedelia  (Amelia Bedelia #1),"Peggy Parish, Fritz Siebel",1963,4.15,11,1469,36,72884,831,fiction
"This Man (This Man, #1)",Jodi Ellen Malpas,2012,4.13,17,1470,42,85113,5451,romance
"A Dog`s Purpose (A Dog`s Purpose, #1)",W. Bruce Cameron,2010,4.35,11,1471,77,75517,10147,fiction
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,2015,4.32,10,1472,71,94982,14542,fantasy
"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward,2008,4.12,17,1473,51,93405,3753,romance
"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,2013,4.1,10,1474,51,70865,9907,fantasy
الأسود يليق بك,"أحلام مستغانمي, Ahlam Mosteghanemi",2012,3.72,17,1475,7,52255,5459,romance
"The Slippery Slope (A Series of Unfortunate Events, #10)","Lemony Snicket, Brett Helquist",2003,4,11,1476,50,84253,1672,fiction
"Furies of Calderon (Codex Alera, #1)",Jim Butcher,2004,4.12,10,1479,35,74537,3132,fantasy
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,1983,4.27,10,1480,14,91488,3810,fantasy
Her Fearful Symmetry,Audrey Niffenegger,2009,3.23,11,1481,72,79116,11713,fiction
The Boston Girl,Anita Diamant,2014,3.79,11,1482,24,60608,7303,fiction
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,2009,4.38,17,1483,51,92514,3549,romance
"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,1990,4.18,25,1484,74,68811,2265,science fiction
"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,1987,3.75,9,1485,93,65404,1944,crime
Wild Swans: Three Daughters of China,Jung Chang,1991,4.23,16,1487,139,67548,4426,nonfiction
"Go, Dog. Go!",P.D. Eastman,1961,4.08,11,1488,36,67112,1307,fiction
"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen King,2015,4.03,11,1490,73,65282,6876,fiction
"The Strain (The Strain Trilogy, #1)","Guillermo del Toro, Chuck Hogan",2009,3.77,31,1491,104,67806,5903,horror
"Old Yeller (Old Yeller, #1)",Fred Gipson,1956,4.06,5,1493,58,72061,1646,classics
Born Standing Up: A Comic`s Life,Steve Martin,2007,3.87,3,1494,27,63893,4258,biography
PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),Frank Warren,2005,4.01,16,1495,7,59379,1061,nonfiction
"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",George R.R. Martin,2000,4.56,10,1496,49,64173,1959,fantasy
"The Borrowers (The Borrowers, #1)","Mary Norton, Beth Krush, Joe Krush",1952,4.02,10,1497,90,77076,1403,fantasy
Hearts in Atlantis,Stephen King,1999,3.8,31,1498,112,70886,1588,horror
Small Great Things,Jodi Picoult,2016,4.35,11,1499,46,97404,11839,fiction
"A Wild Sheep Chase (The Rat, #3)","Haruki Murakami, Alfred Birnbaum",1982,3.94,11,1500,146,63449,3161,fiction
"The Queen`s Fool (The Plantagenet and Tudor Novels, #12)",Philippa Gregory,2003,3.83,11,1501,61,74843,2884,fiction
"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,2012,4.21,10,1502,66,99031,10724,fantasy
Jitterbug Perfume,Tom Robbins,1984,4.24,11,1503,31,55296,3099,fiction
"The Battle for Skandia (Ranger`s Apprentice, #4)",John Flanagan,2006,4.32,18,1504,61,66668,1603,young adult
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,2012,4.26,18,1505,41,90772,11330,young adult
The Zahir,"Paulo Coelho, Margaret Jull Costa",2005,3.56,11,1506,154,56047,2731,fiction
The Power of Positive Thinking,Norman Vincent Peale,1952,4.08,19,1507,116,54516,838,self help
"In a Dark, Dark Wood",Ruth Ware,2015,3.65,15,1508,58,84171,9107,mystery
"Fairy Tail, Vol. 1 (Fairy Tail, #1)","Hiro Mashima, William Flanagan",2006,4.4,20,1510,22,66294,667,manga
The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),"Patrick Rothfuss, Nate  Taylor",2014,3.92,10,1511,56,70650,7633,fantasy
"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,2010,4.41,17,1513,46,90079,3872,romance
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,1999,4.16,16,1514,86,61145,4593,nonfiction
Infidel,Ayaan Hirsi Ali,2006,4.2,16,1515,57,62162,5662,nonfiction
The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,2007,3.88,16,1516,103,58766,3368,nonfiction
"The Twelve (The Passage, #2)",Justin Cronin,2012,3.98,31,1517,75,67607,6682,horror
One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, H.T. Willetts",1962,3.94,11,1518,264,72038,2915,fiction
"The Diamond Age: or, A Young Lady`s Illustrated Primer",Neal Stephenson,1995,4.19,25,1519,58,66621,2821,science fiction
A Canticle for Leibowitz,Walter M. Miller Jr.,1959,3.97,25,1520,118,71988,3596,science fiction
Brooklyn,Colm Tóibín,2009,3.63,11,1522,86,67822,8669,fiction
"Wither (The Chemical Garden, #1)",Lauren DeStefano,2011,3.81,18,1523,44,88657,7886,young adult
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,2016,3.99,16,1524,30,105770,13146,nonfiction
"Crossroads of Twilight (Wheel of Time, #10)",Robert Jordan,2003,3.82,10,1525,55,68479,1599,fantasy
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,2014,4.17,16,1527,59,71829,5437,nonfiction
"Gardens of the Moon (The Malazan Book of the Fallen, #1)",Steven Erikson,1999,3.85,10,1528,64,64654,3720,fantasy
The Witch Of Portobello,Paulo Coelho,2006,3.51,11,1529,133,58074,3181,fiction
"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",Madeleine L`Engle,1978,4.13,10,1530,20,80918,1477,fantasy
"Gregor the Overlander (Underland Chronicles, #1)",Suzanne Collins,2003,3.99,10,1531,75,72486,5376,fantasy
Sing You Home,Jodi Picoult,2011,3.76,11,1532,52,68347,6241,fiction
"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice,1992,3.7,10,1533,65,71768,1161,fantasy
"The Camel Club (Camel Club, #1)",David Baldacci,2005,4.02,28,1534,90,63140,2255,thriller
"Saving the World and Other Extreme Sports (Maximum Ride, #3)",James Patterson,2006,4.16,18,1535,73,80114,2529,young adult
"Blood of the Fold (Sword of Truth, #3)",Terry Goodkind,1996,3.98,10,1536,57,64653,958,fantasy
"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",Philippa Gregory,2006,3.84,11,1537,76,71070,3967,fiction
A Spool of Blue Thread,Anne Tyler,2015,3.4,11,1538,47,60334,7715,fiction
The Underground Railroad,Colson Whitehead,2016,4.04,11,1539,48,92096,11045,fiction
"Masquerade (Blue Bloods, #2)",Melissa de la Cruz,2007,3.91,18,1540,39,79673,2045,young adult
"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,2011,4.24,10,1541,35,85131,4580,fantasy
"Losing It (Losing It, #1)",Cora Carmack,2012,3.77,7,1542,41,91275,6615,contemporary
The Racketeer,John Grisham,2012,3.79,11,1543,87,66645,6871,fiction
Disgrace,J.M. Coetzee,1999,3.83,11,1544,126,62387,4573,fiction
"The Black Prism (Lightbringer, #1)",Brent Weeks,2010,4.24,10,1546,42,65873,3022,fantasy
The Mermaid Chair,Sue Monk Kidd,2004,3.1,11,1547,48,65696,5910,fiction
"Frog and Toad Are Friends (Frog and Toad, #1)",Arnold Lobel,1970,4.18,11,1548,49,70705,1010,fiction
"The Carnivorous Carnival (A Series of Unfortunate Events, #9)","Lemony Snicket, Brett Helquist",2002,3.97,11,1549,56,86894,1710,fiction
"Heist Society (Heist Society, #1)",Ally Carter,2010,3.91,18,1550,42,78149,4814,young adult
Behind Closed Doors,B.A. Paris,2016,3.93,28,1551,62,102851,12159,thriller
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,1974,4.3,11,1552,64,62781,4020,fiction
"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,1995,4.16,10,1553,51,80454,1373,fantasy
"Ptolemy`s Gate (Bartimaeus, #3)",Jonathan Stroud,2006,4.24,18,1554,70,68833,1783,young adult
"Opal (Lux, #3)",Jennifer L. Armentrout,2012,4.34,17,1556,42,98068,8330,romance
Zeitoun,Dave Eggers,2008,4.08,16,1557,54,60136,7088,nonfiction
Out of My Mind,Sharon M. Draper,2010,4.37,11,1558,41,69573,10058,fiction
"Rapture (Fallen, #4)",Lauren Kate,2012,4.03,18,1559,59,84367,5182,young adult
"Switched (Trylle, #1)",Amanda Hocking,2010,3.89,10,1560,68,80719,6341,fantasy
Doctor Zhivago,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957,4.03,11,1561,330,66174,2162,fiction
Confess,Colleen Hoover,2015,4.25,17,1562,28,86860,11682,romance
"Pines (Wayward Pines, #1)",Blake Crouch,2012,3.88,28,1563,62,62057,5356,thriller
Disclosure,Michael Crichton,1994,3.76,11,1564,83,60056,710,fiction
Death Comes to Pemberley,P.D. James,2012,3.21,15,1565,79,74781,8645,mystery
A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,3.78,11,1567,30,62109,1394,fiction
It Ends with Us,Colleen Hoover,2016,4.44,17,1568,19,94915,15878,romance
The Electric Kool-Aid Acid Test,Tom Wolfe,1968,3.92,16,1570,45,58254,1529,nonfiction
Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",1959,3.46,11,1571,139,61769,2759,fiction
Dream Country (The Sandman #3),"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991,4.28,6,1572,50,73932,1407,comics
A Painted House,John Grisham,2001,3.67,11,1573,95,64092,3334,fiction
The Left Hand of Darkness,"Ursula K. Le Guin, Lech Jęczmyk",1969,4.05,25,1574,127,72176,4708,science fiction
Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",2008,3.84,17,1575,77,76517,7640,romance
"Full Dark, No Stars",Stephen King,2010,4.03,31,1576,80,69347,5276,horror
Being Mortal: Medicine and What Matters in the End,Atul Gawande,2014,4.4,16,1577,62,65567,8698,nonfiction
Intensity,Dean Koontz,1987,4.04,28,1578,82,61292,2323,thriller
Chelsea Chelsea Bang Bang,Chelsea Handler,2010,3.81,16,1579,15,57939,2918,nonfiction
Hawaii,James A. Michener,1959,4.18,11,1581,47,61648,1287,fiction
Revolutionary Road,Richard Yates,1961,3.89,11,1582,92,64720,5947,fiction
Nick & Norah`s Infinite Playlist,"Rachel Cohn, David Levithan",2006,3.73,18,1583,34,71514,4348,young adult
Rosencrantz and Guildenstern Are Dead,"Tom Stoppard, Henry Popkin",1966,4.06,11,1584,43,69783,1541,fiction
"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,2011,3.91,18,1585,76,91288,7536,young adult
The Beach,Alex Garland,1996,3.91,11,1586,88,57583,2079,fiction
Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",2010,3.92,11,1587,36,66882,7996,fiction
"Deadlocked (Sookie Stackhouse, #12)",Charlaine Harris,2012,3.65,10,1588,46,82602,6858,fantasy
Everything`s Eventual: 14 Dark Tales,Stephen King,2002,3.94,31,1589,93,67337,1715,horror
"Beezus and Ramona (Ramona, #1)",Beverly Cleary,1955,3.97,11,1590,51,79139,1477,fiction
"The Farthest Shore (Earthsea Cycle, #3)",Ursula K. Le Guin,1972,4.11,10,1591,110,70761,1175,fantasy
Airframe,Michael Crichton,1996,3.66,11,1592,78,63420,1482,fiction
"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,1982,4.17,10,1593,58,64948,1231,fantasy
Bet Me,Jennifer Crusie,2004,3.95,17,1594,58,73479,3203,romance
Long Walk to Freedom,Nelson Mandela,1994,4.31,16,1595,113,47921,2585,nonfiction
Gray Mountain,John Grisham,2014,3.52,11,1596,78,59387,7029,fiction
"The Power of One (The Power of One, #1)",Bryce Courtenay,1989,4.34,11,1597,82,60575,4581,fiction
Night Road,Kristin Hannah,2011,4.17,11,1599,45,63759,6334,fiction
"Tripwire  (Jack Reacher, #3)",Lee Child,1999,4.07,28,1600,96,67495,2692,thriller
Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,1995,3.98,16,1601,146,53141,1546,nonfiction
"Changes (The Dresden Files, #12)",Jim Butcher,2010,4.54,10,1602,20,72481,3289,fantasy
"Impulse (Impulse, #1)",Ellen Hopkins,2007,4.29,18,1604,13,62005,3125,young adult
"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,2004,4.13,15,1606,43,80895,1809,mystery
"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,1996,4.19,15,1607,115,60785,1912,mystery
"Paranormalcy (Paranormalcy, #1)",Kiersten White,2010,3.91,10,1608,39,82832,5783,fantasy
"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",Mark Cotta Vaz,2010,4.44,16,1609,20,50375,122,nonfiction
The Shoemaker`s Wife,Adriana Trigiani,2012,3.98,11,1610,41,62046,7329,fiction
"Rise of the Evening Star (Fablehaven, #2)",Brandon Mull,2006,4.16,10,1611,47,81742,3381,fantasy
"The Next Always (Inn BoonsBoro, #1)","Nora Roberts, MacLeod Andrews",2011,4.11,17,1612,80,63081,3355,romance
What I Talk About When I Talk About Running,"Haruki Murakami, Philip Gabriel",2007,3.79,16,1613,120,61740,6144,nonfiction
"We`ll Always Have Summer (Summer, #3)",Jenny Han,2011,4.17,18,1614,39,71387,5139,young adult
Open,"Andre Agassi, J.R. Moehringer",2009,4.18,16,1615,60,52701,4781,nonfiction
"Stormbreaker (Alex Rider, #1)",Anthony Horowitz,2000,3.97,18,1616,113,72339,4333,young adult
"Without Fail (Jack Reacher, #6)","Lee Child, Dick Hill",2002,4.16,28,1617,82,63467,1787,thriller
"A Voice in the Wind (Mark of the Lion, #1)","Francine Rivers, Richard Ferrone",1993,4.6,11,1618,36,56920,2647,fiction
"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",Stephenie Meyer,2005,4.31,10,1619,11,57789,335,fantasy
A Scanner Darkly,Philip K. Dick,1977,4.04,11,1620,97,61544,2181,fiction
Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,2008,3.95,16,1621,63,59900,3120,nonfiction
Batman: The Long Halloween,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997,4.29,6,1623,36,58640,1670,comics
Wild at Heart: Discovering the Secret of a Man`s Soul,John Eldredge,2001,3.93,16,1625,75,52613,1581,nonfiction
"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon Mull,2009,4.35,10,1626,12,62571,2700,fantasy
"Twelve Sharp (Stephanie Plum, #12)",Janet Evanovich,2006,4.14,15,1627,49,79373,1971,mystery
"Wool (Wool, #1)",Hugh Howey,2011,4.12,25,1628,12,59744,3651,science fiction
"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,1970,4.07,10,1629,118,66964,1730,fantasy
"Turn Coat (The Dresden Files, #11)",Jim Butcher,2009,4.45,10,1630,28,70082,2144,fantasy
"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,1995,3.73,10,1633,61,67388,1373,fantasy
"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott,2008,4.09,10,1634,69,71690,2558,fantasy
"Click, Clack, Moo: Cows That Type","Doreen Cronin, Betsy Lewin",1999,4.23,11,1635,39,67998,2220,fiction
"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs,2008,4.36,10,1636,33,88443,3002,fantasy
"Anna Dressed in Blood (Anna, #1)",Kendare Blake,2011,3.96,18,1637,50,78236,8656,young adult
"Temple of the Winds (Sword of Truth, #4)","Terry Goodkind, Dick Hill",1997,4.03,10,1638,55,62708,835,fantasy
The True Confessions of Charlotte Doyle,Avi,1990,3.81,11,1639,51,70206,2750,fiction
A Reliable Wife,Robert Goolrick,2009,3.25,11,1640,59,68241,9542,fiction
"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,1962,3.95,10,1641,136,71886,4526,fantasy
Song of Solomon,Toni Morrison,1977,4.01,11,1642,86,63633,2356,fiction
Red Storm Rising,Tom Clancy,1986,4.14,11,1643,65,58980,842,fiction
Peace Like a River,Leif Enger,2001,3.98,11,1644,30,61617,6128,fiction
Rant,Chuck Palahniuk,2007,3.82,11,1645,61,52780,2720,fiction
"Shadow of the Hegemon (Ender`s Shadow, #2)",Orson Scott Card,2000,3.93,11,1646,44,62261,1402,fiction
تراب الماس,أحمد مراد,2010,4.09,11,1647,13,45608,4027,fiction
Tara Road,Maeve Binchy,1998,3.88,11,1649,73,63312,1755,fiction
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,2014,4.44,18,1651,41,90571,11887,young adult
"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Ally Carter,2007,4.13,18,1652,55,73404,3079,young adult
