book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name,ranking
3371,26,Blake Crouch,2014,"The Last Town (Wayward Pines,#3)",4.09,30206,2332,28,Thriller,2331
3372,22,Sarah Dessen,2015,Saint Anything,4.05,37819,4929,18,Young Adult,1804
3373,49,Ayana Mathis,2012,The Twelve Tribes of Hattie,3.46,31252,4690,11,Fiction,2250
3374,49,Dean Koontz,2004,The Taking,3.78,31301,1487,31,Horror,2246
3378,20,Patricia Briggs,2013,"Frost Burned (Mercy Thompson,#7)",4.35,48091,3077,10,Fantasy,1355
3380,145,"Jo Nesbø,Don Bartlett",2002,"Nemesis (Harry Hole,#4)",3.98,39109,2014,9,Crime,1728
3382,40,Sherrilyn Kenyon,2004,"Night Play (Dark-Hunter #5,Were-Hunter #1)",4.36,44458,1368,17,Romance,1489
3383,123,Paulo Coelho,2010,Aleph,3.37,26206,2426,11,Fiction,2743
3384,15,R.L. Mathewson,2011,"Perfection (Neighbor from Hell,#2)",4.16,54721,2483,17,Romance,1153
3385,30,Andrew Ross Sorkin,2008,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,4.09,27389,1142,16,Nonfiction,2613
3386,45,Kristin Hannah,2006,Magic Hour,4.1,31208,2343,11,Fiction,2252
3389,69,"Zoe Sugg,Siobhan Curham",2014,"Girl Online (Girl Online,#1)",3.77,41605,5306,18,Young Adult,1617
3391,25,Janet Evanovich,2015,"Tricky Twenty-Two (Stephanie Plum,#22)",3.92,33786,3663,15,Mystery,2057
3394,96,Harlan Coben,2008,Hold Tight,3.94,33433,2241,15,Mystery,2076
3401,24,Jennifer Weiner,2015,Who Do You Love,3.74,27607,2607,11,Fiction,2585
3405,32,K. Bromberg,2013,"Driven (Driven,#1)",4.31,45074,3515,17,Romance,1467
3406,77,Matthew Pearl,2003,The Dante Club,3.38,33728,2206,11,Fiction,2061
3407,86,Jean M. Auel,2002,"The Shelters of Stone (Earth`s Children,#5)",3.8,35501,1085,11,Fiction,1922
3408,24,Patricia Briggs,2009,"Hunting Ground (Alpha & Omega,#2)",4.27,48187,1712,10,Fantasy,1352
3409,117,Paulo Coelho,2008,The Winner Stands Alone,3.37,25828,1687,11,Fiction,2781
3411,24,Kimberly Derting,2010,"The Body Finder (The Body Finder,#1)",3.96,44814,3793,18,Young Adult,1479
3416,72,Michael Crichton,2009,Pirate Latitudes,3.41,32497,3554,11,Fiction,2170
3418,40,Malorie Blackman,2001,"Noughts & Crosses (Noughts & Crosses,#1)",4.23,33891,2446,18,Young Adult,2045
3420,45,Michael Scott,2012,"The Enchantress (The Secrets of the Immortal Nicholas Flamel,#6)",4.24,32568,2040,10,Fantasy,2156
3421,26,Ron Chernow,2010,Washington: A Life,4.09,30023,1414,12,History,2341
3422,1,Kristen Proby,2012,"Come Away with Me (With Me in Seattle,#1)",3.94,52434,3106,17,Romance,1217
3423,57,T. Harv Eker,2005,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,4.14,26963,779,19,Self Help,2658
3424,18,C.C. Hunter,2012,"Taken at Dusk (Shadow Falls,#3)",4.33,38390,1394,17,Romance,1767
3426,19,Molly McAdams,2012,"Taking Chances (Taking Chances,#1)",3.87,42498,5320,17,Romance,1570
3427,64,Julie Otsuka,2011,The Buddha in the Attic,3.59,33356,5368,11,Fiction,2085
3428,38,Tom Robbins,2000,Fierce Invalids Home from Hot Climates,4.01,23623,1107,11,Fiction,3088
3429,37,Jennifer McMahon,2014,The Winter People,3.76,31204,4671,11,Fiction,2254
3430,29,Sara Shepard,2010,"The Lying Game (The Lying Game,#1)",3.96,34286,2665,18,Young Adult,2011
3431,88,Tess Gerritsen,2004,"Body Double (Rizzoli & Isles,#4)",4.16,35633,1349,15,Mystery,1916
3432,27,Marina Keegan,2014,The Opposite of Loneliness: Essays and Stories,3.82,31370,3394,16,Nonfiction,2241
3433,111,"Paolo Giordano,Shaun Whiteside",2008,The Solitude of Prime Numbers,3.58,34894,3285,11,Fiction,1964
3434,16,Nicole  Williams,2012,"Clash (Crash,#2)",4.17,42747,1869,17,Romance,1556
3435,55,"Neil Gaiman,Skottie Young",2013,"Fortunately,the Milk",4.04,35367,5636,10,Fantasy,1928
3436,21,"G. Willow Wilson,Adrian Alphona",2014,"Ms. Marvel,Vol. 1: No Normal",4.13,55083,4137,6,Comics,1146
3437,38,Nalini Singh,2006,Slave to Sensation (Psy-Changeling #1),4.12,48116,2968,17,Romance,1353
3438,5,أثير عبدالله النشمي,2013,فلتغفري,3.5,24600,2831,17,Romance,2950
3439,44,Gennifer Choldenko,2004,"Al Capone Does My Shirts (Al Capone at Alcatraz,#1)",3.83,34472,3229,11,Fiction,1992
3440,85,"Guillermo del Toro,Chuck Hogan",2009,"The Fall (The Strain Trilogy,#2)",3.8,31255,2173,31,Horror,2249
3441,24,Maggie Stiefvater,2016,"The Raven King (The Raven Cycle,#4)",4.32,46455,9014,10,Fantasy,1413
3443,68,Patricia Cornwell,2002,Portrait of a Killer: Jack the Ripper - Case Closed,3.44,29768,1311,16,Nonfiction,2359
3445,43,Richelle Mead,2007,"Succubus Blues (Georgina Kincaid,#1)",3.94,47172,2705,10,Fantasy,1386
3446,64,Sarah Winman,2011,When God Was a Rabbit,3.67,28868,2744,11,Fiction,2457
3447,10,Lang Leav,2013,Love & Misadventure,4.05,30703,2530,21,Poetry,2287
3448,18,"Francis Chan,Danae Yankoski",2009,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,4.17,28347,1049,16,Nonfiction,2514
3450,26,Tom Franklin,2009,"Crooked Letter,Crooked Letter",3.82,33217,4324,11,Fiction,2099
3452,94,Meg Cabot,2001,"Princess in the Spotlight (The Princess Diaries,#2)",3.67,45261,1292,18,Young Adult,1461
3453,20,Anna Banks,2012,"Of Poseidon (The Syrena Legacy,#1)",4.04,40540,4225,10,Fantasy,1666
3454,50,Sherrilyn Kenyon,2002,Night Embrace (Dark-Hunter #2),4.25,47936,1481,17,Romance,1362
3455,52,James Patterson,2003,"The Lake House (When the Wind Blows,#2)",3.79,31643,1092,15,Mystery,2220
3456,37,Ann Patchett,2007,Run,3.53,31561,4245,11,Fiction,2226
3458,34,"Janet Evanovich,Lee Goldberg",2013,"The Heist (Fox and O`Hare,#1)",3.78,35674,3431,15,Mystery,1912
3461,37,David Baldacci,2016,"The Last Mile (Amos Decker,#2)",4.22,34436,2562,15,Mystery,1998
3462,54,Terry Pratchett,2011,"Snuff (Discworld,#39; City Watch #8)",4.15,36650,2356,10,Fantasy,1871
3463,22,Ilona Andrews,2011,"Magic Slays (Kate Daniels,#5)",4.43,48341,2285,10,Fantasy,1344
3466,49,Gilly Macmillan,2015,What She Knew,3.89,39097,3520,15,Mystery,1729
3467,69,Michael Connelly,2012,"The Black Box (Harry Bosch,#18; Harry Bosch Universe,#22)",4.09,33022,2547,15,Mystery,2117
3470,39,Vince Flynn,2000,"The Third Option (Mitch Rapp,#4)",4.26,28774,820,28,Thriller,2473
3471,22,Kazu Kibuishi,2008,"The Stonekeeper (Amulet,#1)",4.15,35082,3233,10,Fantasy,1950
3474,40,Anthony  Ryan,2014,"Tower Lord (Raven`s Shadow,#2)",4.19,29269,1402,10,Fantasy,2411
3475,40,Lisa Scottoline,2009,Look Again,3.85,34098,3979,15,Mystery,2027
3478,26,Kevin Hearne,2012,"Tricked (The Iron Druid Chronicles,#4)",4.25,34563,1492,10,Fantasy,1985
3481,64,"Han Kang,Deborah     Smith",2007,The Vegetarian,3.59,37107,5925,11,Fiction,1840
3483,27,Mark  Lawrence,2013,"Emperor of Thorns (The Broken Empire,#3)",4.27,30338,1793,10,Fantasy,2323
3485,28,Sam Harris,2006,Letter to a Christian Nation,4.04,27251,1476,16,Nonfiction,2625
3486,56,L.J. Smith,2010,"Shadow Souls (The Vampire Diaries: The Return,#2)",3.79,34134,1026,18,Young Adult,2024
3487,26,Susane Colasanti,2006,When It Happens,3.74,33534,1226,18,Young Adult,2069
3490,7,David Baldacci,2014,"The Escape (John Puller,#3)",4.14,29683,2317,28,Thriller,2370
3491,18,Bryan Stevenson,2014,Just Mercy: A Story of Justice and Redemption,4.58,32008,5356,16,Nonfiction,2203
3494,61,Michael Connelly,2014,"The Burning Room (Harry Bosch,#19; Harry Bosch Universe,#24)",4.05,30377,2699,15,Mystery,2320
3495,43,Keith Ferrazzi,2005,"Never Eat Alone: And Other Secrets to Success,One Relationship at a Time",3.8,27137,981,4,Business,2636
3496,24,Jeaniene Frost,2011,"This Side of the Grave (Night Huntress,#5)",4.28,49424,2225,10,Fantasy,1310
3498,37,Melina Marchetta,2006,On the Jellicoe Road,4.15,40596,6182,11,Fiction,1662
3501,21,Lorna Landvik,2003,Angry Housewives Eating Bon Bons,3.78,30443,2943,11,Fiction,2315
3502,37,"Kate DiCamillo,K.G. Campbell",2013,Flora and Ulysses: The Illuminated Adventures,3.87,29283,4460,11,Fiction,2409
3503,94,Cecelia Ahern,2005,If You Could See Me Now,3.84,32562,1913,11,Fiction,2159
3504,42,Edward P. Jones,2003,The Known World,3.82,29459,2825,11,Fiction,2392
3507,59,Michael Connelly,2013,"The Gods of Guilt (Mickey Haller,#6; Harry Bosch Universe,#23)",4.09,30414,2884,15,Mystery,2318
3510,49,Laurell K. Hamilton,2003,"Cerulean Sins (Anita Blake,Vampire Hunter,#11)",3.84,43242,770,10,Fantasy,1537
3512,57,Daniel H. Wilson,2011,"Robopocalypse (Robopocalypse,#1)",3.67,30366,3794,25,Science Fiction,2321
3514,25,Jeaniene Frost,2010,"First Drop of Crimson (Night Huntress World,#1)",4.15,46284,2115,17,Romance,1422
3515,25,Janet Evanovich,2008,"Plum Lucky (Stephanie Plum,#13.5)",3.72,41623,1650,15,Mystery,1615
3516,57,Marian Keyes,2008,This Charming Man,3.75,30202,1376,11,Fiction,2332
3517,61,"James Patterson,Maxine Paetro",2009,"The 8th Confession (Women`s Murder Club,#8)",4.02,35392,1427,15,Mystery,1925
3522,33,Chloe Neill,2009,"Some Girls Bite (Chicagoland Vampires,#1)",4.01,49916,2986,10,Fantasy,1291
3524,5,Jasper Fforde,2002,"Lost in a Good Book (Thursday Next,#2)",4.14,41906,2328,10,Fantasy,1601
3525,59,"Naoki Higashida,K.A. Yoshida,David Mitchell",2005,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,3.78,29725,3983,16,Nonfiction,2364
3526,55,Rick Riordan,2016,"The Hidden Oracle (The Trials of Apollo,#1)",4.33,51872,6928,10,Fantasy,1238
3527,23,Jeaniene Frost,2012,"Once Burned (Night Prince,#1)",4.24,47895,3510,17,Romance,1363
3528,20,Jon Krakauer,2015,Missoula: Rape and the Justice System in a College Town,4.06,27522,4114,16,Nonfiction,2594
3532,52,Joe Abercrombie,2014,"Half a King (Shattered Sea,#1)",3.98,31921,3643,10,Fantasy,2213
3534,25,Brent Weeks,2014,"The Broken Eye (Lightbringer,#3)",4.46,30003,1401,10,Fantasy,2342
3536,23,Tamora Pierce,2002,"Lady Knight (Protector of the Small,#4)",4.3,40076,681,10,Fantasy,1682
3537,66,David Baldacci,2007,"Stone Cold (Camel Club,#3)",4.11,30707,1372,28,Thriller,2286
3538,16,أحمد مراد,2007,ڤيرتيجو,3.72,22554,1619,11,Fiction,3221
3542,55,"Kerry Patterson,Joseph Grenny,Ron McMillan,Al Switzler,Stephen R. Covey",2001,Crucial Conversations: Tools for Talking When Stakes Are High,4,28982,1635,4,Business,2441
3544,9,"Robert Kirkman,Tony Moore,Charlie Adlard,Cliff Rathburn",2004,"The Walking Dead,Book One (The Walking Dead #1-12)",4.36,30903,1254,6,Comics,2270
3545,32,Mary Roach,2013,Gulp: Adventures on the Alimentary Canal,3.92,30237,3840,16,Nonfiction,2327
3547,64,Terry Pratchett,2006,"Wintersmith (Discworld,#35; Tiffany Aching,#3)",4.22,39304,1294,10,Fantasy,1717
3549,44,Maya Banks,2013,"Fever (Breathless,#2)",4.01,42617,2273,17,Romance,1564
3550,63,Alice Sebold,2007,The Almost Moon,2.67,31183,5223,11,Fiction,2256
3553,42,Sandra Brown,2014,Mean Streak,4.04,29990,3287,26,Suspense,2343
3554,19,K. Bromberg,2013,"Fueled (Driven,#2)",4.51,40629,2751,17,Romance,1657
3555,18,Sloane Crosley,2008,I Was Told There`d Be Cake,3.45,30641,3643,16,Nonfiction,2292
3556,55,Antonia Fraser,2001,Marie Antoinette: The Journey,3.91,26393,1029,16,Nonfiction,2723
3558,29,Tabitha Suzuma,2010,Forbidden,4.06,43227,7840,17,Romance,1538
3559,16,"Rob Thomas,Jennifer Graham",2014,"The Thousand-Dollar Tan Line (Veronica Mars,#1)",3.99,32491,4051,15,Mystery,2171
3560,76,Philip Roth,2004,The Plot Against America,3.71,29204,2482,11,Fiction,2418
3563,22,Cinda Williams Chima,2010,"The Exiled Queen (Seven Realms,#2)",4.34,35709,2048,10,Fantasy,1910
3566,61,David Mitchell,2006,Black Swan Green,3.97,29339,2806,11,Fiction,2405
3567,44,Jane Green,2004,The Other Woman,3.68,27432,677,11,Fiction,2604
3570,35,Nathaniel Philbrick,2006,"Mayflower: A Story of Courage,Community,and War",3.86,27463,2126,12,History,2602
3571,32,Kresley Cole,2007,Wicked Deeds on a Winter`s Night (Immortals After Dark #4),4.37,42628,1347,17,Romance,1561
3572,25,Joseph J. Ellis,2004,His Excellency: George Washington,3.9,27987,1087,12,History,2546
3574,57,Lauren Weisberger,2010,Last Night at Chateau Marmont,3.51,27284,1134,17,Romance,2624
3576,26,Rebecca Donovan,2013,"Out of Breath (Breathing,#3)",4.32,40753,3626,17,Romance,1654
3577,78,Darren Shan,2000,"The Vampire`s Assistant (Cirque Du Freak,#2)",4.12,33100,1272,10,Fantasy,2113
3579,52,Nora Ephron,2006,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,3.65,33019,4306,16,Nonfiction,2118
3583,91,Meg Cabot,2001,"Princess in Love (The Princess Diaries,#3)",3.76,42817,1143,18,Young Adult,1553
3586,67,Naomi Klein,2006,The Shock Doctrine: The Rise of Disaster Capitalism,4.22,27056,2120,16,Nonfiction,2647
3587,104,"Jonas Jonasson,Rachel Willson-Broyles",2013,The Girl Who Saved the King of Sweden,3.74,29833,3240,11,Fiction,2355
3588,23,Ann Patchett,2004,Truth and Beauty,3.94,28242,2655,16,Nonfiction,2521
3589,40,Abbi Glines,2012,"The Vincent Brothers (The Vincent Boys,#2)",4.13,44525,2320,17,Romance,1484
3591,47,Lee Strobel,2000,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,4.17,24951,461,16,Nonfiction,2898
3592,61,Kerstin Gier,2010,"Smaragdgrün (Edelstein-Trilogie,#3)",4.2,47351,4532,10,Fantasy,1381
3593,30,"Shannon Hale,James Noel Smith",2007,Book of a Thousand Days,3.95,42095,5637,10,Fantasy,1589
3596,18,Anna Dewdney,2005,Llama Llama Red Pajama,4.27,31456,1007,11,Fiction,2233
3597,31,Al Franken,2003,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,3.81,26255,827,16,Nonfiction,2738
3598,25,Chuck Klosterman,2005,Killing Yourself to Live: 85% of a True Story,3.85,23614,1108,16,Nonfiction,3090
3601,39,Steven Erikson,2004,"House of Chains (The Malazan Book of the Fallen,#4)",4.32,27910,758,10,Fantasy,2551
3602,13,"Eric Shanower,Skottie Young,L. Frank Baum",2010,Oz: The Wonderful Wizard of Oz,4.08,24970,501,6,Comics,2894
3603,30,Atul Gawande,2009,The Checklist Manifesto: How to Get Things Right,4.02,28234,2701,16,Nonfiction,2522
3605,77,Nora Roberts,2004,Northern Lights,3.98,34287,976,17,Romance,2010
3606,7,Ree Drummond,2008,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,4.18,29107,777,8,Cooking,2428
3607,32,Jennifer L. Armentrout,2014,"Opposition (Lux,#5)",4.43,47980,5724,17,Romance,1358
3608,34,Laurell K. Hamilton,2004,"Incubus Dreams (Anita Blake,Vampire Hunter,#12)",3.78,41654,891,10,Fantasy,1613
3609,55,Brian Greene,2003,"The Fabric of the Cosmos: Space,Time,and the Texture of Reality",4.11,26155,794,24,Science,2752
3610,45,Jane Green,2001,Babyville,3.61,28323,559,11,Fiction,2516
3611,44,Charlaine Harris,2009,"A Touch of Dead (Sookie Stackhouse,#4.1,#4.3,#5.1,#7.1,#8.1)",3.82,41598,1852,10,Fantasy,1618
3615,41,Julie Kibler,2012,Calling Me Home,4.21,27182,4045,11,Fiction,2631
3616,44,J.R. Ward,2009,"Covet (Fallen Angels,#1)",3.89,41959,2500,17,Romance,1596
3617,21,Carrie Jones,2010,"Captivate (Need,#2)",3.94,37464,1470,18,Young Adult,1821
3618,22,Carrie Fisher,2008,Wishful Drinking,3.71,35641,4526,16,Nonfiction,1915
3619,72,Karin Slaughter,2006,"Triptych (Will Trent,#1)",4.14,33730,1689,15,Mystery,2060
3621,55,Louise Penny,2007,"A Fatal Grace (Chief Inspector Armand Gamache,#2)",4.11,34910,3321,15,Mystery,1962
3622,56,"James Patterson,Maxine Paetro",2010,"The 9th Judgment  (Women`s Murder Club,#9)",4.08,34516,1531,15,Mystery,1986
3623,66,"James Patterson,Michael Ledwidge",2012,Zoo,3.43,31467,4463,11,Fiction,2230
3624,12,"Rick Riordan,Gordon Korman,Peter Lerangis,Jude Watson",2011,"Vespers Rising (The 39 Clues,#11)",4.12,29274,556,15,Mystery,2410
3625,32,Sam Harris,2004,"The End of Faith: Religion,Terror,and the Future of Reason",3.93,26202,1410,16,Nonfiction,2745
3626,36,Mary E. Pearson,2008,"The Adoration of Jenna Fox (Jenna Fox Chronicles,#1)",3.7,40079,4445,18,Young Adult,1681
3627,37,John Flanagan,2011,"The Emperor of Nihon-Ja (Ranger`s Apprentice,#10)",4.42,33357,1089,10,Fantasy,2084
3628,14,Bill Watterson,2005,The Complete Calvin and Hobbes,4.82,29968,861,6,Comics,2346
3630,51,Ron Rash,2008,Serena,3.52,29211,3857,11,Fiction,2416
3631,28,Hampton Sides,2001,Ghost Soldiers: The Epic Account of World War II`s Greatest Rescue Mission,4.17,24785,1134,12,History,2923
3633,32,Gail McHugh,2013,"Pulse (Collide,#2)",4.29,40760,3093,17,Romance,1652
3634,34,Marisa de los Santos,2005,Love Walked In,3.69,29698,4084,11,Fiction,2366
3636,22,Christopher Paolini,2008,"Eragon,Eldest & Brisingr (Inheritance,#1-3)",4.2,27681,550,10,Fantasy,2579
3645,50,Ben Goldacre,2008,Bad Science,4.07,27021,1433,24,Science,2650
3646,33,Ruth Reichl,2005,Garlic and Sapphires: The Secret Life of a Critic in Disguise,3.92,27906,3110,16,Nonfiction,2552
3647,117,Jo Nesbø,2009,"Panserhjerte (Harry Hole,#8)",4.08,30903,2370,9,Crime,2271
3649,14,Cherrie Lynn,2010,"Rock Me (Ross Siblings,#2)",4.09,43967,1743,17,Romance,1504
3651,20,Ai Yazawa,2000,"Nana,Vol. 1 (Nana,#1)",4.21,28853,377,20,Manga,2460
3652,79,"Joseph Delaney,Patrick  Arrasmith",2004,"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles,#1)",3.97,33913,2705,18,Young Adult,2040
3653,82,Tess Gerritsen,2003,"The Sinner (Rizzoli & Isles,#3)",4.12,33396,1316,15,Mystery,2079
3654,64,Terry Pratchett,2009,"Unseen Academicals (Discworld,#37; Rincewind #8)",3.97,36127,1610,10,Fantasy,1895
3655,30,Morgan Matson,2012,Second Chance Summer,4.16,34910,4483,7,Contemporary,1963
3656,61,Plum Sykes,2004,Bergdorf Blondes,3.26,25822,1267,11,Fiction,2783
3659,67,Michael Punke,2002,The Revenant,3.92,28741,3162,11,Fiction,2478
3663,25,Tamora Pierce,2001,"Squire (Protector of the Small,#3)",4.27,39934,614,10,Fantasy,1687
3664,49,Anthony Horowitz,2007,"Snakehead (Alex Rider,#7)",4.15,34398,853,18,Young Adult,2001
3665,33,Ally Carter,2012,"Out of Sight,Out of Time (Gallagher Girls,#5)",4.35,41849,2296,18,Young Adult,1605
3666,19,Abbi Glines,2012,"Just for Now (Sea Breeze,#4)",4.25,42132,1942,17,Romance,1586
3667,22,"Bill O`Reilly,Martin Dugard",2013,Killing Jesus: A History,3.89,24754,2718,16,Nonfiction,2927
3668,64,James Rollins,2004,"Sandstorm (Sigma Force,#1)",3.94,32954,1398,28,Thriller,2125
3670,27,James S.A. Corey,2014,"Cibola Burn (The Expanse,#4)",4.12,28995,1831,25,Science Fiction,2439
3672,19,"Brian K. Vaughan,Pia Guerra,José Marzán Jr.",2003,"Y: The Last Man,Vol. 2: Cycles (Y: The Last Man,#2)",4.23,31168,764,6,Comics,2257
3673,33,Kim Harrison,2009,"White Witch,Black Curse (The Hollows,#7)",4.35,41420,1080,10,Fantasy,1626
3674,38,Wayne W. Dyer,2004,The Power of Intention: Learning to Co-create Your World Your Way,4.18,23395,527,19,Self Help,3120
3675,25,Jack Weatherford,2004,Genghis Khan and the Making of the Modern World,4.01,26779,1672,12,History,2682
3677,24,Cinda Williams Chima,2011,"The Gray Wolf Throne (Seven Realms,#3)",4.39,33984,1729,10,Fantasy,2034
3678,44,Andrea Hirata,2005,"Laskar Pelangi (Tetralogi Laskar Pelangi,#1)",4.15,20105,2524,11,Fiction,3640
3679,23,Bryan Lee O`Malley,2010,"Scott Pilgrim,Volume 6: Scott Pilgrim`s Finest Hour",4.41,30430,1148,6,Comics,2317
3680,87,Patricia Cornwell,2003,"Blow Fly (Kay Scarpetta,#12)",3.74,31454,734,15,Mystery,2235
3681,43,Joanne Fluke,2000,"Chocolate Chip Cookie Murder (Hannah Swensen,#1)",3.72,34234,2260,15,Mystery,2017
3682,33,Mitchell Zuckoff,2011,"Lost in Shangri-la: A True Story of Survival,Adventure,and the Most Incredible Rescue Mission of World War II",3.82,31504,2481,16,Nonfiction,2228
3683,44,Sam Kean,2010,"The Disappearing Spoon: And Other True Tales of Madness,Love,and the History of the World from the Periodic Table of the Elements",3.9,29561,2815,16,Nonfiction,2379
3685,13,"Bill Dedman,Paul Clark Newell Jr.",2013,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,3.76,26466,3015,16,Nonfiction,2715
3686,56,Tracy Chevalier,2009,Remarkable Creatures,3.81,33230,3817,11,Fiction,2097
3687,39,Rachel Caine,2008,"Lord of Misrule (The Morganville Vampires,#5)",4.18,41199,1046,18,Young Adult,1637
3688,77,"Douglas Preston,Lincoln Child",2001,"The Cabinet of Curiosities (Pendergast,#3)",4.26,32428,1695,28,Thriller,2174
3690,9,Lee Child,2011,"Second Son (Jack Reacher,#15.5)",3.95,29081,801,28,Thriller,2432
3691,17,Catherine Ryan Hyde,2014,Take Me with You,4.12,25162,2245,11,Fiction,2862
3693,25,John Sandford,2011,"Buried Prey (Lucas Davenport,#21)",4.23,27371,1146,15,Mystery,2614
3694,20,Bob Goff,2012,Love Does: Discover a Secretly Incredible Life in an Ordinary World,4.25,27426,2034,16,Nonfiction,2606
3695,57,"Benjamin Graham,Jason Zweig,Warren Buffett",2003,The Intelligent Investor (Collins Business Essentials),4.27,32192,894,4,Business,2191
3696,80,Stephen Hawking,2001,The Universe in a Nutshell,4.13,25207,644,24,Science,2858
3697,56,Joe Abercrombie,2011,"The Heroes (First Law World,#5)",4.26,29467,1434,10,Fantasy,2389
3701,72,Anna Todd,2014,"After (After,#1)",3.74,38360,4589,17,Romance,1768
3702,46,Maria V. Snyder,2008,"Fire Study (Study,#3)",3.95,44726,3321,10,Fantasy,1481
3703,76,Philip Roth,2000,"The Human Stain (The American Trilogy,#3)",3.84,26018,1634,11,Fiction,2767
3704,44,"Cassandra Clare,Sarah Rees Brennan,Maureen Johnson,Cassandra Jean",2014,The Bane Chronicles,4.2,41828,4141,10,Fantasy,1606
3705,93,Michael Connelly,2004,"The Narrows (Harry Bosch,#10; Harry Bosch Universe,#12)",4.09,31205,1155,15,Mystery,2253
3706,24,Tarryn Fisher,2011,"The Opportunist (Love Me with Lies,#1)",4.22,41741,5316,17,Romance,1609
3709,74,Eric Van Lustbader,2003,"The Bourne Legacy (Jason Bourne,#4)",3.86,24627,464,28,Thriller,2939
3711,43,Paolo Bacigalupi,2010,"Ship Breaker (Ship Breaker,#1)",3.74,34277,4077,18,Young Adult,2014
3712,59,Suzanne Collins,2004,"Gregor and the Prophecy of Bane (Underland Chronicles,#2)",4.17,32127,1683,10,Fantasy,2197
3713,55,"James Patterson,Peter de Jonge",2006,Beach Road,3.81,28425,1381,15,Mystery,2507
3714,36,Maureen Johnson,2011,"The Name of the Star (Shades of London,#1)",3.9,40957,4756,18,Young Adult,1643
3716,6,"Dean Koontz,Kevin J. Anderson,Chuck Dixon,Brett Booth",2008,"Dean Koontz`s Frankenstein,Volume 1: Prodigal Son",4.09,25399,141,31,Horror,2830
3718,26,Laurie Halse Anderson,2008,"Chains (Seeds of America,#1)",4.09,33961,4202,11,Fiction,2036
3721,18,Julie Anne Peters,2007,Keeping You a Secret,3.98,26475,967,18,Young Adult,2714
3722,49,"Elena Ferrante,Ann Goldstein",2014,"The Story of the Lost Child (The Neapolitan Novels,#4)",4.39,29371,2790,11,Fiction,2399
3723,31,E. Lockhart,2008,The Disreputable History of Frankie Landau-Banks,3.82,38836,4763,18,Young Adult,1748
3724,50,"Sarah Blake,Orlagh Cassidy",2009,The Postmistress,3.3,35271,5127,11,Fiction,1936
3725,18,Michael J. Sullivan,2010,"Rise of Empire (The Riyria Revelations,#3-4)",4.35,28832,1215,10,Fantasy,2462
3726,23,Nic Sheff,2008,Tweak: Growing Up On Methamphetamines,3.93,24997,2161,16,Nonfiction,2890
3727,32,Daniel O`Malley,2012,"The Rook (The Checquy Files,#1)",4.12,32622,4807,10,Fantasy,2148
3728,28,Frank Beddor,2004,"The Looking Glass Wars (The Looking Glass Wars,#1)",3.93,37993,3522,10,Fantasy,1798
3729,42,Philippa Gregory,2008,"The Other Queen (The Plantagenet and Tudor Novels,#15)",3.62,35390,2457,11,Fiction,1926
3730,65,Joyce Maynard,2009,Labor Day,3.55,28166,3148,11,Fiction,2529
3731,54,Terry Pratchett,2010,"I Shall Wear Midnight (Discworld,#38; Tiffany Aching,#4)",4.35,35603,1803,10,Fantasy,1917
3732,37,Christina Lauren,2013,"Beautiful Player (Beautiful Bastard,#3)",4.38,44352,3049,17,Romance,1492
3733,40,"Ed Catmull,Amy Wallace",2009,"Creativity,Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",4.24,29097,2343,16,Nonfiction,2430
3736,8,Bob McCabe,2011,Harry Potter Page to Screen: The Complete Filmmaking Journey,4.56,27610,369,16,Nonfiction,2584
3738,52,Gena Showalter,2008,The Darkest Pleasure (Lords of the Underworld #3),4.28,39466,1150,17,Romance,1707
3740,25,"Bill Martin Jr.,Eric Carle",2003,"Panda Bear,Panda Bear,What Do You See?",4.21,27717,237,11,Fiction,2576
3741,47,Lisa Gardner,2011,"Love You More (Tessa Leoni,#1; Detective D.D. Warren,#5)",4.15,31201,2160,15,Mystery,2255
3745,56,Chelsea Cain,2007,"Heartsick (Archie Sheridan & Gretchen Lowell,#1)",3.92,30217,2546,15,Mystery,2329
3746,23,Julianne Donaldson,2012,"Edenbrooke (Edenbrooke,#1)",4.34,30220,6929,17,Romance,2328
3747,44,Kathleen Tessaro,2013,The Perfume Collector,3.97,27430,3065,11,Fiction,2605
3748,22,Tara Sivec,2012,"Seduction and Snacks (Chocolate Lovers,#1)",4.14,44255,5383,17,Romance,1495
3749,11,Wendy Higgins,2013,"Sweet Peril (Sweet,#2)",4.28,39742,2733,17,Romance,1696
3751,19,Gabrielle Hamilton,2001,"Blood,Bones,and Butter: The Inadvertent Education of a Reluctant Chef",3.71,26676,3381,16,Nonfiction,2690
