book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name,ranking
1586,88,Alex Garland,1996,The Beach,3.91,57583,2079,11,Fiction,1686
1587,36,"Beth Hoffman,Jenna Lamia",2010,Saving CeeCee Honeycutt,3.92,66882,7996,11,Fiction,1431
1588,46,Charlaine Harris,2012,"Deadlocked (Sookie Stackhouse,#12)",3.65,82602,6858,10,Fantasy,1102
1589,93,Stephen King,2002,Everything`s Eventual: 14 Dark Tales,3.94,67337,1715,31,Horror,1424
1590,51,Beverly Cleary,1955,"Beezus and Ramona (Ramona,#1)",3.97,79139,1477,11,Fiction,1170
1591,110,Ursula K. Le Guin,1972,"The Farthest Shore (Earthsea Cycle,#3)",4.11,70761,1175,10,Fantasy,1344
1592,78,Michael Crichton,1996,Airframe,3.66,63420,1482,11,Fiction,1518
1593,58,Raymond E. Feist,1982,"Magician: Apprentice (The Riftwar Saga,#1)",4.17,64948,1231,10,Fantasy,1482
1594,58,Jennifer Crusie,2004,Bet Me,3.95,73479,3203,17,Romance,1275
1595,113,Nelson Mandela,1994,Long Walk to Freedom,4.31,47921,2585,16,Nonfiction,2102
1596,78,John Grisham,2014,Gray Mountain,3.52,59387,7029,11,Fiction,1634
1597,82,Bryce Courtenay,1989,"The Power of One (The Power of One,#1)",4.34,60575,4581,11,Fiction,1595
1599,45,Kristin Hannah,2011,Night Road,4.17,63759,6334,11,Fiction,1506
1600,96,Lee Child,1999,"Tripwire  (Jack Reacher,#3)",4.07,67495,2692,28,Thriller,1421
1601,146,Daniel Goleman,1995,Emotional Intelligence: Why It Can Matter More Than IQ,3.98,53141,1546,16,Nonfiction,1849
1602,20,Jim Butcher,2010,"Changes (The Dresden Files,#12)",4.54,72481,3289,10,Fantasy,1299
1604,13,Ellen Hopkins,2007,"Impulse (Impulse,#1)",4.29,62005,3125,18,Young Adult,1554
1606,43,Janet Evanovich,2004,"Ten Big Ones (Stephanie Plum,#10)",4.13,80895,1809,15,Mystery,1136
1607,115,Michael Connelly,1996,"The Poet (Jack McEvoy,#1; Harry Bosch Universe,#5)",4.19,60785,1912,15,Mystery,1588
1608,39,Kiersten White,2010,"Paranormalcy (Paranormalcy,#1)",3.91,82832,5783,10,Fantasy,1097
1609,20,Mark Cotta Vaz,2010,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion,#3)",4.44,50375,122,16,Nonfiction,1968
1610,41,Adriana Trigiani,2012,The Shoemaker`s Wife,3.98,62046,7329,11,Fiction,1553
1611,47,Brandon Mull,2006,"Rise of the Evening Star (Fablehaven,#2)",4.16,81742,3381,10,Fantasy,1120
1612,80,"Nora Roberts,MacLeod Andrews",2011,"The Next Always (Inn BoonsBoro,#1)",4.11,63081,3355,17,Romance,1524
1613,120,"Haruki Murakami,Philip Gabriel",2007,What I Talk About When I Talk About Running,3.79,61740,6144,16,Nonfiction,1562
1614,39,Jenny Han,2011,"We`ll Always Have Summer (Summer,#3)",4.17,71387,5139,18,Young Adult,1330
1615,60,"Andre Agassi,J.R. Moehringer",2009,Open,4.18,52701,4781,16,Nonfiction,1867
1616,113,Anthony Horowitz,2000,"Stormbreaker (Alex Rider,#1)",3.97,72339,4333,18,Young Adult,1302
1617,82,"Lee Child,Dick Hill",2002,"Without Fail (Jack Reacher,#6)",4.16,63467,1787,28,Thriller,1516
1618,36,"Francine Rivers,Richard Ferrone",1993,"A Voice in the Wind (Mark of the Lion,#1)",4.6,56920,2647,11,Fiction,1707
1619,11,Stephenie Meyer,2005,"The Twilight Saga Complete Collection  (Twilight,#1-4 + 3.5)",4.31,57789,335,10,Fantasy,1684
1620,97,Philip K. Dick,1977,A Scanner Darkly,4.04,61544,2181,11,Fiction,1568
1621,63,Daniel H. Pink,2008,Drive: The Surprising Truth About What Motivates Us,3.95,59900,3120,16,Nonfiction,1616
1623,36,"Jeph Loeb,Tim Sale,Gregory Wright,Richard Starkings",1997,Batman: The Long Halloween,4.29,58640,1670,6,Comics,1657
1625,75,John Eldredge,2001,Wild at Heart: Discovering the Secret of a Man`s Soul,3.93,52613,1581,16,Nonfiction,1874
1626,12,Brandon Mull,2009,"Secrets of the Dragon Sanctuary (Fablehaven,#4)",4.35,62571,2700,10,Fantasy,1535
1627,49,Janet Evanovich,2006,"Twelve Sharp (Stephanie Plum,#12)",4.14,79373,1971,15,Mystery,1165
1628,12,Hugh Howey,2011,"Wool (Wool,#1)",4.12,59744,3651,25,Science Fiction,1622
1629,118,Ursula K. Le Guin,1970,"The Tombs of Atuan (Earthsea Cycle,#2)",4.07,66964,1730,10,Fantasy,1427
1630,28,Jim Butcher,2009,"Turn Coat (The Dresden Files,#11)",4.45,70082,2144,10,Fantasy,1360
1633,61,Anne Rice,1995,"Memnoch the Devil (The Vampire Chronicles,#5)",3.73,67388,1373,10,Fantasy,1422
1634,69,Michael Scott,2008,"The Magician (The Secrets of the Immortal Nicholas Flamel,#2)",4.09,71690,2558,10,Fantasy,1320
1635,39,"Doreen Cronin,Betsy Lewin",1999,"Click,Clack,Moo: Cows That Type",4.23,67998,2220,11,Fiction,1403
1636,33,Patricia Briggs,2008,"Iron Kissed (Mercy Thompson,#3)",4.36,88443,3002,10,Fantasy,1021
1637,50,Kendare Blake,2011,"Anna Dressed in Blood (Anna,#1)",3.96,78236,8656,18,Young Adult,1183
1638,55,"Terry Goodkind,Dick Hill",1997,"Temple of the Winds (Sword of Truth,#4)",4.03,62708,835,10,Fantasy,1533
1639,51,Avi,1990,The True Confessions of Charlotte Doyle,3.81,70206,2750,11,Fiction,1358
1640,59,Robert Goolrick,2009,A Reliable Wife,3.25,68241,9542,11,Fiction,1398
1641,136,Ray Bradbury,1962,"Something Wicked This Way Comes (Green Town,#2)",3.95,71886,4526,10,Fantasy,1315
1642,86,Toni Morrison,1977,Song of Solomon,4.01,63633,2356,11,Fiction,1512
1643,65,Tom Clancy,1986,Red Storm Rising,4.14,58980,842,11,Fiction,1648
1644,30,Leif Enger,2001,Peace Like a River,3.98,61617,6128,11,Fiction,1566
1645,61,Chuck Palahniuk,2007,Rant,3.82,52780,2720,11,Fiction,1862
1646,44,Orson Scott Card,2000,"Shadow of the Hegemon (Ender`s Shadow,#2)",3.93,62261,1402,11,Fiction,1545
1647,13,أحمد مراد,2010,تراب الماس,4.09,45608,4027,11,Fiction,2222
1649,73,Maeve Binchy,1998,Tara Road,3.88,63312,1755,11,Fiction,1520
1651,41,Tahereh Mafi,2014,"Ignite Me (Shatter Me,#3)",4.44,90571,11887,18,Young Adult,996
1652,55,Ally Carter,2007,"Cross My Heart and Hope to Spy (Gallagher Girls,#2)",4.13,73404,3079,18,Young Adult,1276
1653,40,Patricia Briggs,2007,"Blood Bound (Mercy Thompson,#2)",4.31,90510,3154,10,Fantasy,997
1654,19,Jim Butcher,2012,"Cold Days (The Dresden Files,#14)",4.51,66009,4146,10,Fantasy,1449
1655,58,Kate Jacobs,2006,"The Friday Night Knitting Club (Friday Night Knitting Club,#1)",3.41,65065,8046,11,Fiction,1481
1656,53,James Herriot,1973,All Things Bright and Beautiful (All Creatures Great and Small),4.3,59698,742,16,Nonfiction,1625
1657,56,David Foster Wallace,1996,Infinite Jest,4.31,56737,7051,11,Fiction,1712
1658,53,Emma Chase,2013,"Tangled (Tangled,#1)",4.12,90224,8633,17,Romance,1003
1659,162,John Wyndham,1951,The Day of the Triffids,4,65796,2372,25,Science Fiction,1458
1660,66,"Patrick deWitt,Marcelo Barbão",2011,The Sisters Brothers,3.83,59547,7002,11,Fiction,1628
1661,40,Shilpi Somaya Gowda,2010,Secret Daughter,3.97,58998,4904,11,Fiction,1647
1662,183,"Roald Dahl,Quentin Blake",1970,Fantastic Mr. Fox,4.03,75149,2813,11,Fiction,1244
1663,139,"Paulo Coelho,Montserrat Mira",1990,Brida,3.46,54117,2675,11,Fiction,1810
1665,41,Brandon Sanderson,2009,"Warbreaker (Warbreaker,#1)",4.22,65488,4548,10,Fantasy,1470
1667,31,Sarah Dessen,2011,What Happened to Goodbye,3.97,72976,4082,18,Young Adult,1284
1668,48,Leigh Bardugo,2015,"Six of Crows (Six of Crows,#1)",4.46,101264,17068,10,Fantasy,883
1669,35,Maureen Johnson,2005,"13 Little Blue Envelopes (Little Blue Envelope,#1)",3.65,70828,4329,18,Young Adult,1342
1670,35,"Ron Hall,Denver Moore,Lynn Vincent",2005,Same Kind of Different as Me,4.21,58121,6412,16,Nonfiction,1672
1671,51,Rainbow Rowell,2015,Carry On,4.19,87797,14621,10,Fantasy,1033
1672,42,Tracy Kidder,2003,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer,A Man Who Would Cure the World",4.21,55178,4220,16,Nonfiction,1761
1673,38,Jodi Ellen Malpas,2013,"Beneath This Man (This Man,#2)",4.3,74457,3703,17,Romance,1258
1674,1,Mark  Lawrence,2011,"Prince of Thorns (The Broken Empire,#1)",3.87,63562,4673,10,Fantasy,1514
1675,18,Jane Hamilton,1988,The Book of Ruth,3.82,57244,1139,11,Fiction,1701
1676,92,Kurt Vonnegut Jr.,1985,Galápagos,3.87,54131,2134,11,Fiction,1808
1677,92,Michael Crichton,2006,Next,3.48,56632,2686,11,Fiction,1715
1678,53,Nancy Farmer,2002,"The House of the Scorpion (Matteo Alacran,#1)",4.1,65219,5419,18,Young Adult,1477
1680,76,Nora Roberts,2004,"Blue Dahlia (In the Garden,#1)",4.11,60144,1185,17,Romance,1604
1682,44,Lev Grossman,2011,"The Magician King (The Magicians,#2)",3.9,63664,5446,10,Fantasy,1510
1683,44,Michael   Lewis,1989,Liar`s Poker,4.16,53700,1678,4,Business,1825
1685,55,Jodi Picoult,2001,Salem Falls,3.8,62434,2992,11,Fiction,1539
1686,25,"David Eddings,Leigh Eddings",1995,Belgarath the Sorcerer,4.07,61087,354,10,Fantasy,1581
1687,18,Frank Herbert,1977,The Great Dune Trilogy,4.35,52082,165,25,Science Fiction,1890
1688,49,"Elizabeth Strout,Goran Skrobonja",2016,My Name Is Lucy Barton,3.51,65707,8732,11,Fiction,1460
1689,74,Sarah Addison Allen,2007,"Garden Spells (Waverley Family,#1)",4.06,71577,8745,11,Fiction,1324
1690,25,Jim Butcher,2011,"Ghost Story (The Dresden Files, #13)",4.25,66787,3654,10,Fantasy,1433
1692,62,"Greg Behrendt,Liz Tuccillo",2004,He`s Just Not That Into You: The No-Excuses Truth to Understanding Guys,3.65,55865,3216,16,Nonfiction,1741
1693,67,David Eddings,1982,"Pawn of Prophecy (The Belgariad,#1)",4.16,74133,2210,10,Fantasy,1260
1694,43,Janet Evanovich,2007,"Lean Mean Thirteen (Stephanie Plum,#13)",4.08,77820,2214,15,Mystery,1195
1696,55,Rachel Caine,2006,"Glass Houses (The Morganville Vampires,#1)",3.92,82220,4316,10,Fantasy,1110
1697,54,"John Eldredge,Stasi Eldredge",2004,Captivating: Unveiling the Mystery of a Woman`s Soul,3.93,52397,1777,16,Nonfiction,1880
1698,20,"Peter David,Robin Furth,Jae Lee,Richard Isanove,Stephen King",2007,The Dark Tower: The Gunslinger Born,4.18,61405,832,10,Fantasy,1572
1699,60,Kate Morton,2015,The Lake House,4.04,62987,7964,11,Fiction,1527
1700,58,Ruth Ozeki,2013,A Tale for the Time Being,3.98,59311,8242,11,Fiction,1637
1701,30,Tucker Max,2006,"I Hope They Serve Beer in Hell (Tucker Max,#1)",3.51,49692,4292,16,Nonfiction,2008
1702,29,"Jay Crownover,Charlotte Connan de vries",2012,"Rule (Marked Men,#1)",4.16,83965,5399,17,Romance,1080
1703,129,"Haruki Murakami,Philip Gabriel",1992,"South of the Border,West of the Sun",3.87,60117,3401,11,Fiction,1607
1704,103,Kurt Vonnegut Jr.,1961,Mother Night,4.21,57090,2195,11,Fiction,1703
1705,114,Robert B. Cialdini,1984,Influence: The Psychology of Persuasion,4.18,52797,1980,16,Nonfiction,1861
1706,75,"Edgar Allan Poe,Stephen Marlowe",1960,The Fall of the House of Usher and Other Tales,4.14,58151,304,11,Fiction,1670
1707,61,Louise Fitzhugh,1964,Harriet the Spy (Harriet the Spy #1),3.96,79970,1980,11,Fiction,1151
1708,54,Sarah Waters,2014,The Paying Guests,3.39,55079,7091,11,Fiction,1769
1709,67,Dean Koontz,2005,"Forever Odd (Odd Thomas,#2)",3.96,59864,2419,31,Horror,1618
1710,80,Bill Bryson,2010,At Home: A Short History of Private Life,3.96,61053,5259,16,Nonfiction,1584
1711,76,Marian Keyes,2000,Sushi for Beginners,3.69,57897,1237,11,Fiction,1681
1712,73,Louise Penny,2005,"Still Life (Chief Inspector Armand Gamache,#1)",3.91,70558,7161,15,Mystery,1350
1713,65,Marian Keyes,1995,"Watermelon (Walsh Family,#1)",3.79,59134,1427,11,Fiction,1642
1714,66,Amy Tan,1991,The Kitchen God`s Wife,3.98,62180,1750,11,Fiction,1548
1715,97,John Ajvide Lindqvist,2004,Let the Right One In,4.07,65813,4814,31,Horror,1456
1716,59,Pittacus Lore,2012,"The Rise of Nine (Lorien Legacies,#3)",4.2,75861,4207,18,Young Adult,1234
1718,77,Ann Brashares,2003,"The Second Summer of the Sisterhood (Sisterhood,#2)",3.78,77713,2169,18,Young Adult,1198
1719,77,Dean Koontz,1983,Phantoms,3.93,58299,1005,31,Horror,1668
1720,35,Morgan Matson,2010,Amy & Roger`s Epic Detour,4.05,71650,7453,7,Contemporary,1321
1722,100,Terry Pratchett,2003,"The Wee Free Men (Discworld,#30; Tiffany Aching,#1)",4.25,71650,3084,10,Fantasy,1322
1723,39,Diana Gabaldon,2014,"Written in My Own Heart`s Blood (Outlander,#8)",4.5,62767,5617,12,History,1532
1724,53,Andrea Cremer,2010,Nightshade (Nightshade #1; Nightshade World #4),4.03,73076,4916,18,Young Adult,1280
1726,71,Cornelia Funke,1997,"Dragon Rider (Dragon Rider,#1)",3.94,65811,2077,10,Fantasy,1457
1727,82,Douglas Adams,1988,"The Long Dark Tea-Time of the Soul (Dirk Gently,#2)",4.05,63769,1458,10,Fantasy,1505
1728,41,Naomi Novik,2015,Uprooted,4.13,76771,12808,10,Fantasy,1213
1729,35,Neal Stephenson,2015,Seveneves,3.98,56787,7338,25,Science Fiction,1710
1730,37,Ernest Cline,2015,Armada,3.49,59061,9359,25,Science Fiction,1644
1731,37,Peter V. Brett,2010,"The Desert Spear (Demon Cycle,#2)",4.24,58608,1927,10,Fantasy,1660
1733,100,John Grisham,2002,The Summons,3.68,56634,1569,11,Fiction,1714
1734,75,Alfred Lansing,1959,Endurance: Shackleton`s Incredible Voyage,4.36,54026,3459,16,Nonfiction,1816
1735,50,Meg Cabot,2005,"Size 12 Is Not Fat (Heather Wells,#1)",3.75,67720,2367,15,Mystery,1408
1736,57,Blake Crouch,2016,Dark Matter,4.11,80738,12710,25,Science Fiction,1139
1737,65,Victoria Aveyard,2016,"Glass Sword (Red Queen,#2)",3.95,88428,11596,10,Fantasy,1023
1738,51,Rebecca Stead,2009,When You Reach Me,4.08,68034,9693,11,Fiction,1400
1739,92,Tom Wolfe,1987,The Bonfire of the Vanities,3.81,56076,2133,11,Fiction,1733
1740,33,Judy Blume,2015,In the Unlikely Event,3.51,49802,6087,11,Fiction,2005
1742,45,Phyllis Reynolds Naylor,1991,"Shiloh (Shiloh,#1)",3.91,62062,1766,11,Fiction,1551
1743,44,Leigh Bardugo,2013,"Siege and Storm (Shadow and Bone,#2)",4.08,87539,9818,10,Fantasy,1036
1744,140,"Jo Nesbø,Don Bartlett",2000,"The Redbreast (Harry Hole,#3)",3.94,60598,3185,15,Mystery,1594
1745,54,Scott Westerfeld,2009,"Leviathan (Leviathan,#1)",3.91,72965,6395,18,Young Adult,1285
1746,43,James Patterson,1995,Hide and Seek,4.1,54463,455,15,Mystery,1791
1747,36,"Stephen Kendrick,Alex Kendrick",2008,The Love Dare,4.37,44393,482,16,Nonfiction,2286
1748,48,Jennifer Weiner,2005,Goodnight Nobody,3.64,53145,1870,11,Fiction,1848
1749,45,Ben Sherwood,2004,The Death and Life of Charlie St. Cloud,4.01,50912,2166,11,Fiction,1942
1751,72,Nora Roberts,1994,"Born in Fire (Born In Trilogy,#1)",4.21,59283,941,17,Romance,1639
1752,34,Barbara Kingsolver,1990,Animal Dreams,4.05,53763,1983,11,Fiction,1821
1753,32,Rebecca Donovan,2011,"Reason to Breathe (Breathing,#1)",4.23,77887,5476,17,Romance,1191
1754,14,Cassandra Clare,2009,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments,#1-3)",4.57,57313,981,10,Fantasy,1696
1755,87,Sidney Sheldon,1985,"If Tomorrow Comes (Tracy Whitney Series,#1)",4.01,48482,1599,11,Fiction,2065
1756,50,"M.C. Escher,Bruce Brooks Pfeiffer",1956,M.C. Escher: The Graphic Work,3.93,50389,93,2,Art,1967
1757,75,Donna Woolfolk Cross,1996,Pope Joan,4.06,56247,4079,11,Fiction,1729
1758,71,Sebastian Faulks,1993,Birdsong,4.07,55657,2543,11,Fiction,1743
1759,45,Terry Goodkind,2000,"Faith of the Fallen (Sword of Truth,#6)",4.11,56403,987,10,Fantasy,1724
1760,12,Brandon Mull,2010,"Keys to the Demon Prison (Fablehaven,#5)",4.42,59949,3022,10,Fantasy,1615
1761,63,Joshua Foer,2011,Moonwalking with Einstein: The Art and Science of Remembering Everything,3.85,53638,4129,16,Nonfiction,1831
1762,33,Sue Miller,1998,While I Was Gone,3.67,52947,1141,11,Fiction,1856
1763,76,"James Patterson,Maxine Paetro",2005,"4th of July (Women`s Murder Club,#4)",4.04,60809,1695,15,Mystery,1587
1764,74,Eoin Colfer,2008,"The Time Paradox (Artemis Fowl,#6)",4.07,65609,1877,10,Fantasy,1464
1765,38,Norman Bridwell,1963,Clifford the Big Red Dog,4.09,59331,536,11,Fiction,1636
1766,51,Kristin Cashore,2012,"Bitterblue (Graceling Realm,#3)",4.01,80120,7159,10,Fantasy,1148
1767,68,Jandy Nelson,2010,The Sky Is Everywhere,4.04,71175,7709,18,Young Adult,1331
1768,103,Terry Pratchett,1988,"Wyrd Sisters (Discworld,#6; Witches #2)",4.11,69520,2031,10,Fantasy,1377
1769,28,Katy Evans,2013,"Real (Real,#1)",4.21,87959,7007,17,Romance,1030
1770,20,Joe Hill,2013,NOS4A2,4.06,59499,7761,31,Horror,1630
1773,29,S.C. Stephens,2013,"Reckless (Thoughtless,#3)",4.42,71579,5364,17,Romance,1323
1774,48,"Lemony Snicket,Brett Helquist",2004,"The Grim Grotto (A Series of Unfortunate Events,#11)",3.99,76000,1545,11,Fiction,1232
1775,33,Tomie dePaola,1975,Strega Nona,4.22,66299,865,11,Fiction,1444
1776,17,R.L. Mathewson,2011,"Playing for Keeps (Neighbor from Hell,#1)",4.08,91010,4884,17,Romance,988
1777,15,"David Bayles,Ted Orland",1993,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,3.67,48226,742,2,Art,2084
1778,42,Hayden Herrera,1983,Frida: A Biography of Frida Kahlo,3.94,44533,330,3,Biography,2276
1779,68,Kelley Armstrong,2001,"Bitten (Women of the Otherworld,#1)",4.06,77950,3981,10,Fantasy,1188
1780,29,C.C. Hunter,2011,"Born at Midnight (Shadow Falls,#1)",4.13,70503,3837,10,Fantasy,1351
1781,24,Mo Willems,2003,Don`t Let the Pigeon Drive the Bus!,4.29,62247,2832,13,Humor,1546
1782,48,Maggie Stiefvater,2013,"The Dream Thieves (The Raven Cycle,#2)",4.27,84512,10775,10,Fantasy,1071
1786,51,Noah Hawley,2016,Before the Fall,3.76,63003,8059,11,Fiction,1526
1787,7,محمد صادق,2014,هيبتا,3.82,43298,5680,17,Romance,2352
1788,17,Bill Watterson,1995,The Calvin and Hobbes Tenth Anniversary Book,4.63,48829,346,6,Comics,2054
1789,35,Sarah Dessen,2000,Dreamland,3.91,65731,3813,18,Young Adult,1459
1790,20,B.A. Shapiro,2012,The Art Forger,3.69,54799,5220,11,Fiction,1774
1791,33,Shannon Hale,2007,"Austenland (Austenland,#1)",3.54,71565,10310,11,Fiction,1325
1792,96,Chimamanda Ngozi Adichie,2006,Half of a Yellow Sun,4.28,57021,5296,11,Fiction,1706
1793,25,Chetan Bhagat,2005,One Night at the Call Center,2.47,44833,1244,11,Fiction,2263
1794,39,Sara Gruen,2015,At the Water`s Edge,3.65,54207,7018,11,Fiction,1805
1795,51,"Richard Bachman,Stephen King",1982,The Running Man,3.8,67356,1929,31,Horror,1423
1796,75,Marilynne Robinson,2004,"Gilead (Gilead,#1)",3.84,58412,7870,11,Fiction,1665
1797,92,Thomas Pynchon,1966,The Crying of Lot 49,3.7,54779,3489,11,Fiction,1776
1798,3,Ken Follett,2014,"Edge of Eternity (The Century Trilogy,#3)",4.04,52737,5078,11,Fiction,1865
1799,46,Rachel Hawkins,2011,"Demonglass (Hex Hall,#2)",4.13,77626,4496,10,Fantasy,1204
1800,151,"Philip K. Dick,David Alabort,Manuel Espín",1969,Ubik,4.1,58063,2957,25,Science Fiction,1676
1801,110,Terry Brooks,1977,"The Sword of Shannara (The Original Shannara Trilogy,#1)",3.76,66645,3140,10,Fantasy,1438
1802,132,Thomas Harris,1999,"Hannibal (Hannibal Lecter,#3)",3.72,63555,2098,31,Horror,1515
1803,33,L.J. Smith,2007,"The Awakening / The Struggle (The Vampire Diaries,#1-2)",3.67,72227,3856,17,Romance,1304
1804,42,Liane Moriarty,2003,Three Wishes,3.76,56511,4126,11,Fiction,1717
1805,12,L.J. Smith,2009,"Night World,No. 3 (Night World,#7-9)",4.2,59070,809,18,Young Adult,1643
1806,63,Ann-Marie MacDonald,1996,Fall on Your Knees,3.95,53947,2655,11,Fiction,1818
1807,47,Maggie Stiefvater,2011,The Scorpio Races,4.08,76231,10427,10,Fantasy,1228
1808,42,Pierce Brown,2016,"Morning Star (Red Rising,#3)",4.5,61499,6398,25,Science Fiction,1571
1809,41,Brian Jacques,1988,"Mossflower (Redwall,#2)",4.09,58425,654,10,Fantasy,1664
1810,38,Jenny  Lawson,2015,Furiously Happy: A Funny Book About Horrible Things,3.93,67556,8498,16,Nonfiction,1419
1811,26,Janet Evanovich,2002,"Visions of Sugar Plums (Stephanie Plum,#8.5)",3.68,65154,1565,15,Mystery,1480
1812,37,Raymond E. Feist,1982,"Magician: Master (The Riftwar Saga,#2)",4.25,55314,524,10,Fantasy,1752
1813,53,Tracey Garvis-Graves,2011,"On the Island (On the Island,#1)",4.13,64682,7927,17,Romance,1486
1814,40,Lisa Genova,2011,Left Neglected,3.95,56765,6006,11,Fiction,1711
1815,48,"Miep Gies,Alison Leslie Gold",1987,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,4.26,51027,629,14,Memoir,1936
1816,41,John Scalzi,2012,Redshirts,3.84,62419,7934,25,Science Fiction,1540
1817,70,Clive Cussler,1992,"Sahara (Dirk Pitt,#11)",3.95,48850,745,11,Fiction,2053
1818,45,Jeaniene Frost,2008,"One Foot in the Grave (Night Huntress,#2)",4.31,81752,3250,10,Fantasy,1119
1819,32,Liane Moriarty,2006,The Last Anniversary,3.72,53186,3819,11,Fiction,1846
1820,47,Michael  Grant,2009,"Hunger (Gone,#2)",4.02,65389,3102,18,Young Adult,1474
1821,39,Janet Evanovich,2008,"Fearless Fourteen (Stephanie Plum,#14)",4.02,75011,3147,15,Mystery,1245
1822,20,Chetan Bhagat,2011,"Revolution 2020: Love,Corruption,Ambition",3.07,44470,1656,11,Fiction,2281
1823,109,"Michael Bond,Peggy Fortnum",1958,"A Bear Called Paddington (Paddington,#1)",4.21,64024,783,5,Classics,1500
1824,62,Sara Shepard,2007,"Flawless (Pretty Little Liars,#2)",3.96,64318,3150,18,Young Adult,1496
1825,76,Beverly Cleary,1981,"Ramona Quimby,Age 8 (Ramona,#6)",4.08,61520,1177,11,Fiction,1569
1826,67,Nelson DeMille,1992,The General`s Daughter,4.07,51626,555,15,Mystery,1920
1827,62,"Lemony Snicket,Brett Helquist",2001,"The Hostile Hospital (A Series of Unfortunate Events,#8)",3.95,73955,1727,11,Fiction,1263
1828,16,Rumiko Takahashi,1997,"InuYasha: Turning Back Time (InuYasha,#1)",4.26,46244,374,20,Manga,2189
1829,34,David Seltzer,1976,The Omen,3.99,50574,286,31,Horror,1959
1830,69,Alyson Noel,2009,"Blue Moon (The Immortals,#2)",3.61,78447,3611,18,Young Adult,1180
1831,58,David Baldacci,2012,"The Innocent (Will Robie,#1)",4.1,56819,3704,28,Thriller,1709
1832,127,Tom Rob Smith,2008,"Child 44 (Leo Demidov,#1)",4.08,56031,5355,11,Fiction,1737
1833,32,Nancy E. Turner,1998,"These Is My Words: The Diary of Sarah Agnes Prine,1881-1901,Arizona Territories (Sarah Agnes Prine,#1)",4.35,54060,9362,11,Fiction,1813
1834,37,Liane Moriarty,2011,The Hypnotist`s Love Story,3.69,56255,4525,11,Fiction,1728
1835,165,"Paulo Coelho,Amanda Hopkinson,Nick Caistor",2000,"The Devil and Miss Prym (On the Seventh Day,#3)",3.59,49075,2393,22,Philisophy,2041
1836,30,"Audrey Penn,Ruth E. Harper,Nancy M. Leak",1993,The Kissing Hand,4.41,51767,1320,11,Fiction,1915
1837,67,Hugh Howey,2013,"Shift (Silo,#2)",4.12,53127,3531,25,Science Fiction,1850
1838,66,Lee Child,2010,"Worth Dying For (Jack Reacher,#15)",4.2,56320,2627,28,Thriller,1726
1839,30,John Elder Robison,2007,Look Me in the Eye: My Life with Asperger`s,3.91,51937,3736,16,Nonfiction,1903
1840,49,Sherrilyn Kenyon,2002,Fantasy Lover (Dark-Hunterverse #1),4.17,74975,3081,17,Romance,1246
1841,62,"James Patterson,Gabrielle Charbonnet",2008,Sundays at Tiffany`s,3.74,58612,5751,17,Romance,1659
1842,51,Jodi Picoult,2002,Perfect Match,3.93,55211,2690,11,Fiction,1757
1843,54,Curtis Sittenfeld,2005,Prep,3.36,53202,4372,11,Fiction,1845
1844,47,"Anthony Kiedis,Larry Sloman",2004,Scar Tissue,4.1,47328,2078,16,Nonfiction,2133
1845,91,"Margaret Atwood,Brigitte Walitzek",1996,Alias Grace,3.97,60149,2881,11,Fiction,1603
1846,66,Sylvia Day,2014,"Captivated by You (Crossfire,#4)",4.06,71432,5234,17,Romance,1329
1847,91,Richard Bach,1977,Illusions: The Adventures of a Reluctant Messiah,4.14,47411,1821,11,Fiction,2130
1848,43,Gail Carriger,2009,"Soulless (Parasol Protectorate,#1)",3.91,78238,8554,10,Fantasy,1182
1849,50,Gayle Forman,2013,"Just One Day (Just One Day,#1)",4.02,66861,7371,18,Young Adult,1432
1850,50,Lisa McMann,2008,"Wake (Wake,#1)",3.75,72067,5180,18,Young Adult,1309
1851,58,Siddhartha Mukherjee,2010,The Emperor of All Maladies: A Biography of Cancer,4.29,53649,4907,16,Nonfiction,1829
1852,16,Ellen Hopkins,2007,"Glass (Crank,#2)",4.28,53542,2455,18,Young Adult,1834
1853,165,"Gabriel García Márquez,Edith Grossman",2004,Memories of My Melancholy Whores,3.59,50285,3018,11,Fiction,1975
1854,67,Jeffrey Archer,2011,"Only Time Will Tell (The Clifton Chronicles,#1)",4.04,54311,4459,11,Fiction,1801
1855,66,Deepak Chopra,2013,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,4.07,42963,933,19,Self Help,2380
1856,32,Augusten Burroughs,2004,Magical Thinking: True Stories,3.96,46808,1525,16,Nonfiction,2157
1857,52,Tamora Pierce,1984,"In the Hand of the Goddess (Song of the Lioness,#2)",4.25,70595,1464,10,Fantasy,1349
1858,76,"James Patterson,Andrew Gross",2004,"3rd Degree (Women`s Murder Club,#3)",4,60574,1718,15,Mystery,1596
1859,28,Anne Lamott,1994,Bird by Bird: Some Instructions on Writing and Life,4.22,57364,5306,16,Nonfiction,1695
