book_id,tag_name,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id
2552,science fiction,91,Kurt Vonnegut Jr.                                                             ,1952,Player Piano                                                                             ,3.9,36724,1365,25
2553,classics,727,Arthur Conan Doyle                                                            ,1912,"The Lost World (Professor Challenger, #1)                                                ",3.9,44585,1440,5 
2554,fantasy,58,Terry Pratchett                                                               ,2003,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)                           ",4.2,48251,1286,10
2555,fiction,40,Octavia E. Butler                                                             ,1979,Kindred                                                                                  ,4.2,47766,5809,11
2556,fiction,70,"Laura Ingalls Wilder, Garth Williams                                          ",1940,"The Long Winter (Little House, #6)                                                       ",4.2,59849,1283,11
2557,nonfiction,60,"Henry Cloud, John Townsend                                                    ",1992,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life                  ",4.2,34413,1632,16
2558,fantasy,25,Maggie Stiefvater                                                             ,2014,"Blue Lily, Lily Blue (The Raven Cycle, #3)                                               ",4.3,62547,8312,10
2559,fiction,127,"Philip Roth, Luca Marinelli                                                   ",1969,Portnoy's Complaint                                                                      ,3.7,42172,2104,11
2560,business,57,"John C. Maxwell, Zig Ziglar                                                   ",1998,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You            ,4.1,31981,765,4 
2561,fiction,97,Margaret Atwood                                                               ,1988,Cat's Eye                                                                                ,3.9,45091,2468,11
2562,romance,13,J. Sterling                                                                   ,2012,"The Perfect Game (The Perfect Game, #1)                                                  ",4,52594,2982,17
2563,young adult,62,Patrick Ness                                                                  ,2010,"Monsters of Men (Chaos Walking, #3)                                                      ",4.2,48311,4917,18
2564,science fiction,34,Orson Scott Card                                                              ,2005,"Shadow of the Giant (Ender's Shadow, #4)                                                 ",4,41690,885,25
2565,fiction,26,Brian Selznick                                                                ,2011,Wonderstruck                                                                             ,4.2,43731,5619,11
2566,nonfiction,30,Sarah Ban Breathnach                                                          ,1995,Simple Abundance:  A Daybook of Comfort and Joy                                          ,4,33386,513,16
2567,young adult,54,Moira Young                                                                   ,2011,"Blood Red Road (Dust Lands, #1)                                                          ",3.9,52256,5562,18
2568,mystery,72,"James Patterson, Maxine Paetro                                                ",2007,"The 6th Target (Women's Murder Club, #6)                                                 ",4,45657,1499,15
2569,science fiction,558,"Edgar Rice Burroughs, John Seelye                                             ",1912,"A Princess of Mars (Barsoom, #1)                                                         ",3.8,42872,2994,25
2570,fiction,44,Margaret Atwood                                                               ,2013,"MaddAddam (MaddAddam, #3)                                                                ",4,41975,4289,11
2571,fiction,65,"Laura Ingalls Wilder, Garth Williams                                          ",1943,"These Happy Golden Years (Little House, #8)                                              ",4.2,53811,966,11
2572,nonfiction,21,Victoria Finlay                                                               ,2003,Color: A Natural History of the Palette                                                  ,3.7,42661,514,16
2573,fiction,90,John Grisham                                                                  ,2001,Skipping Christmas                                                                       ,3.5,45691,3496,11
2574,mystery,96,Michael Connelly                                                              ,1993,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)                                ",4,44220,1566,15
2575,fiction,27,Kristin Hannah                                                                ,2012,Home Front                                                                               ,4.1,41284,4442,11
2576,romance,40,Christina Lauren                                                              ,2013,"Beautiful Stranger (Beautiful Bastard, #2)                                               ",4.2,60515,3358,17
2577,fantasy,37,Libba Bray                                                                    ,2007,"The Sweet Far Thing (Gemma Doyle, #3)                                                    ",4,57128,3573,10
2578,fiction,39,Ernest J. Gaines                                                              ,1993,A Lesson Before Dying                                                                    ,3.9,42113,2565,11
2579,humor,8,David Sedaris                                                                 ,1998,SantaLand Diaries                                                                        ,4.3,38509,393,13
2580,fiction,58,Nicholas Sparks                                                               ,2015,See Me                                                                                   ,3.9,40830,3841,11
2581,fiction,66,Sophie Kinsella                                                               ,2010,"Mini Shopaholic (Shopaholic, #6)                                                         ",3.7,45244,2843,11
2582,fiction,24,"Gene Zion, Margaret Bloy Graham                                               ",1956,Harry the Dirty Dog                                                                      ,4.2,44912,637,11
2583,fiction,19,Jennifer Weiner                                                               ,2014,All Fall Down                                                                            ,3.6,35902,3293,11
2584,nonfiction,164,George Orwell                                                                 ,1933,Down and Out in Paris and London                                                         ,4.1,40499,2633,16
2585,manga,18,Hiro Fujiwara                                                                 ,2006,"Maid-sama! Vol. 01 (Maid-sama!, #1)                                                      ",4.4,36535,409,20
2586,fiction,10,Nick Bantock                                                                  ,1991,Griffin and Sabine (Griffin & Sabine #1)                                                 ,4,38462,1029,11
2587,fantasy,33,Leigh Bardugo                                                                 ,2014,"Ruin and Rising (Shadow and Bone, #3)                                                    ",4.2,64410,9218,10
2588,fiction,18,أحمد خالد توفيق                                                               ,2008,يوتوبيا                                                                                  ,3.9,32536,3824,11
2589,fiction,50,Jennifer Weiner                                                               ,2000,Certain Girls (Cannie Shapiro #2)                                                        ,3.7,41186,2732,11
2590,nonfiction,28,Cheryl Strayed                                                                ,2012,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar                           ,4.3,39789,4859,16
2591,romance,46,Karen Marie Moning                                                            ,1999,"Beyond the Highland Mist (Highlander, #1)                                                ",4,55674,2610,17
2592,crime,42,Ann Rule                                                                      ,1980,The Stranger Beside Me: Ted Bundy The Shocking Inside Story                              ,4.1,39253,1791,9 
2593,young adult,46,Claudia Gray                                                                  ,2009,"Stargazer (Evernight, #2)                                                                ",3.8,51143,1382,18
2594,fiction,93,Michael Crichton                                                              ,1992,Rising Sun                                                                               ,3.6,41025,713,11
2595,fiction,81,Sidney Sheldon                                                                ,1973,The Other Side of Midnight (Midnight #1)                                                 ,3.9,36728,755,11
2596,mystery,77,Michael Connelly                                                              ,2010,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)            ",4.1,41619,2529,15
2597,fiction,30,"Louis Sachar, Joel Schick                                                     ",1989,Wayside School Is Falling Down (Wayside School #2)                                       ,4.2,46884,765,11
2598,fiction,39,"Julie Orringer, Arthur Morey                                                  ",2010,The Invisible Bridge                                                                     ,4.2,39430,4331,11
2599,young adult,40,Pittacus Lore                                                                 ,2013,"The Fall of Five (Lorien Legacies, #4)                                                   ",4.2,46153,3453,18
2600,classics,577,"Thomas Hardy, Keith Wilson                                                    ",1886,The Mayor of Casterbridge                                                                ,3.8,44215,1629,5 
2601,classics,101,John Steinbeck                                                                ,1933,The Red Pony                                                                             ,3.4,40566,1519,5 
2602,crime,122,Jo Nesbø                                                                      ,2003,"The Devil's Star (Harry Hole, #5)                                                        ",4,40620,1887,9 
2603,fiction,52,Alice Hoffman                                                                 ,1997,Here on Earth                                                                            ,3.7,39937,1347,11
2604,fantasy,61,"Anne Rice, Tim Curry                                                          ",1994,"Taltos (Lives of the Mayfair Witches, #3)                                                ",3.8,44430,589,10
2605,fantasy,32,Laurell K. Hamilton                                                           ,2000,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)                                     ",4.1,54248,1303,10
2606,fantasy,33,Peter V. Brett                                                                ,2013,"The Daylight War (Demon Cycle, #3)                                                       ",4.2,39164,1816,10
2607,fiction,98,John Grisham                                                                  ,2008,The Appeal                                                                               ,3.6,41931,3678,11
2608,young adult,48,Tamora Pierce                                                                 ,1986,"The Woman Who Rides Like a Man (Song of the Lioness, #3)                                 ",4.2,57255,1144,18
2609,fantasy,52,Ben Aaronovitch                                                               ,2011,"Midnight Riot (Peter Grant, #1)                                                          ",3.9,48677,5298,10
2610,fiction,50,Marian Keyes                                                                  ,1996,Lucy Sullivan Is Getting Married                                                         ,3.7,39904,725,11
2611,fantasy,73,Terry Pratchett                                                               ,2004,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)                                   ",4.3,49173,1400,10
2612,fiction,55,Vikram Seth                                                                   ,1993,"A Suitable Boy (A Suitable Boy, #1)                                                      ",4.1,35509,1714,11
2613,nonfiction,49,Chimamanda Ngozi Adichie                                                      ,2014,We Should All Be Feminists                                                               ,4.5,58660,7218,16
2614,fantasy,20,Patricia Briggs                                                               ,2011,"River Marked (Mercy Thompson, #6)                                                        ",4.3,62360,3174,10
2615,nonfiction,19,Amy Sedaris                                                                   ,2006,I Like You: Hospitality Under the Influence                                              ,3.9,34919,1412,16
2616,fiction,48,William Gibson                                                                ,2003,"Pattern Recognition (Blue Ant, #1)                                                       ",3.9,37818,1851,11
2617,thriller,55,Peter  Swanson                                                                ,2015,The Kind Worth Killing                                                                   ,4,43845,5526,28
2618,travel,28,Patricia Schultz                                                              ,2003,"1,000 Places to See Before You Die                                                       ",3.8,33805,450,27
2619,fantasy,63,"Angie Sage, Mark Zug                                                          ",2007,"Physik (Septimus Heap, #3)                                                               ",4,44757,1106,10
2620,nonfiction,102,"Roald Dahl, Quentin Blake                                                     ",1984,Boy: Tales of Childhood                                                                  ,4.1,43021,2134,16
2621,nonfiction,12,Anne Lamott                                                                   ,1999,Traveling Mercies: Some Thoughts on Faith                                                ,4.2,37537,2197,16
2622,thriller,39,Vince Flynn                                                                   ,2004,"Memorial Day (Mitch Rapp, #7)                                                            ",4.3,34797,760,28
2623,fantasy,42,Tamora Pierce                                                                 ,1992,"Wild Magic (Immortals, #1)                                                               ",4.3,56178,1473,10
2624,science fiction,95,Isaac Asimov                                                                  ,1988,Prelude to Foundation                                                                    ,4,45586,1048,25
2625,fiction,26,Max Lucado                                                                    ,1997,"You Are Special (Wemmicksville, #1)                                                      ",4.5,42349,1036,11
2626,fantasy,42,Renee Ahdieh                                                                  ,2015,"The Wrath and the Dawn (The Wrath and the Dawn, #1)                                      ",4.2,64871,11884,10
2627,nonfiction,28,"Nicholas D. Kristof, Sheryl WuDunn                                            ",2008,Half the Sky: Turning Oppression into Opportunity for Women Worldwide                    ,4.3,40427,4627,16
2628,young adult,55,"Daniel Handler, Maira Kalman                                                  ",2011,Why We Broke Up                                                                          ,3.5,45720,6387,18
2629,fantasy,26,Sarah J. Maas                                                                 ,2014,"The Assassin's Blade (Throne of Glass, #0.1-0.5)                                         ",4.5,62872,7538,10
2630,fiction,37,Curtis Sittenfeld                                                             ,2008,American Wife                                                                            ,3.7,41909,5568,11
2631,fantasy,27,Jim Butcher                                                                   ,2006,"Cursor's Fury (Codex Alera, #3)                                                          ",4.4,45918,1126,10
2632,science fiction,44,Mary Doria Russell                                                            ,1996,"The Sparrow (The Sparrow, #1)                                                            ",4.2,43902,5540,25
2633,fiction,43,Jodi Picoult                                                                  ,1996,Mercy                                                                                    ,3.6,39731,2502,11
2634,fantasy,20,Charlie N. Holmberg                                                           ,2014,"The Paper Magician (The Paper Magician Trilogy, #1)                                      ",3.6,41333,4844,10
2635,nonfiction,69,Steve Harvey                                                                  ,2009,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intim",3.8,32877,2328,16
2636,history,14,Candice Millard                                                               ,2011,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President       ",4.2,37444,4490,12
2637,horror,79,"Shirley Jackson, Jonathan Lethem                                              ",1962,We Have Always Lived in the Castle                                                       ,4,51375,6521,31
2638,nonfiction,37,Emerson Eggerichs                                                             ,2004,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs            ,4.2,34208,1166,16
2639,mystery,99,Michael Connelly                                                              ,2008,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)       ",4.1,42830,2722,15
2640,science fiction,54,Timothy Zahn                                                                  ,1992,Dark Force Rising                                                                        ,4.1,39976,806,25
2641,thriller,78,Lee Child                                                                     ,2013,"Never Go Back (Jack Reacher, #18)                                                        ",4,42885,3558,28
2642,fantasy,29,Gail Carson Levine                                                            ,2001,The Two Princesses of Bamarre                                                            ,4,57531,2091,10
2643,nonfiction,79,"Richard Wright, Jerry W. Ward Jr.                                             ",1945,Black Boy                                                                                ,4,39863,1466,16
2644,fiction,38,Lalita Tademy                                                                 ,2001,Cane River                                                                               ,4,39960,1813,11
2645,fantasy,46,Terry Goodkind                                                                ,2006,"Phantom (Sword of Truth, #10)                                                            ",4,37945,481,10
2646,science fiction,96,Isaac Asimov                                                                  ,1986,Foundation and Earth (Foundation #5)                                                     ,4,42930,848,25
2647,history,45,"James D. Bradley, Ron Powers                                                  ",2000,Flags of Our Fathers                                                                     ,4.2,39430,1365,12
2648,classics,58,"A.A. Milne, Ernest H. Shepard                                                 ",1926,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)                                     ",4.4,41109,625,5 
2649,biography,208,Mahatma Gandhi                                                                ,1940,The Story of My Experiments With Truth                                                   ,4.1,33088,1369,3 
2650,biography,54,"Lance Armstrong, Sally Jenkins                                                ",1999,It's Not About the Bike: My Journey Back to Life                                         ,3.7,33545,1881,3 
2651,history,38,Stephen E. Ambrose                                                            ,1996,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier       ,4.2,36942,1942,12
2652,nonfiction,1,Helen Macdonald                                                               ,2015,H is for Hawk                                                                            ,3.7,38297,6017,16
2653,fiction,81,David Nicholls                                                                ,2014,Us                                                                                       ,3.7,37037,4002,11
2654,fantasy,46,R.A. Salvatore                                                                ,1990,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)               ",4.2,42248,572,10
2655,science fiction,5,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata             ",2009,"Ender's Game, Volume 1: Battle School (Ender's Saga)                                     ",4.4,32329,192,25
2656,manga,11,"Karuho Shiina, Tomo Kimura                                                    ",2006,"Kimi ni Todoke: From Me to You, Vol. 1                                                   ",4.2,37519,395,20
2657,horror,54,Dean Koontz                                                                   ,1999,False Memory                                                                             ,3.9,38019,995,31
2658,fantasy,78,Terry Pratchett                                                               ,1990,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)                              ",3.9,50047,1041,10
2659,romance,21,C.J. Roberts                                                                  ,2011,"Captive in the Dark (The Dark Duet, #1)                                                  ",4,59443,5525,17
2660,nonfiction,532,James Allen                                                                   ,1902,As a Man Thinketh                                                                        ,4.3,35096,1830,16
2661,nonfiction,45,Mary Roach                                                                    ,2008,Bonk: The Curious Coupling of Science and Sex                                            ,3.8,41808,4005,16
2662,young adult,42,Rachel Caine                                                                  ,2007,"Midnight Alley (The Morganville Vampires, #3)                                            ",4.1,51853,1363,18
2663,fiction,7,"Nina George, Simon Pare                                                       ",2013,The Little Paris Bookshop                                                                ,3.5,44080,7292,11
2664,fiction,70,Ian McEwan                                                                    ,2012,Sweet Tooth                                                                              ,3.4,40143,5477,11
2665,romance,30,Abbi Glines                                                                   ,2013,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)                                  ",4.3,59633,3931,17
2666,fiction,63,Tom Clancy                                                                    ,1996,"Executive Orders (Jack Ryan Universe, #9)                                                ",4,38559,505,11
2667,nonfiction,30,Ann Voskamp                                                                   ,2011,One Thousand Gifts: A Dare to Live Fully Right Where You Are                             ,4,35216,2918,16
2668,horror,1,Robert Bloch                                                                  ,1959,Psycho                                                                                   ,4.1,39808,1437,31
2669,fantasy,56,Robin Hobb                                                                    ,1998,"Ship of Magic (Liveship Traders, #1)                                                     ",4.1,43191,1647,10
2670,thriller,61,"Alistair MacLean, Clint Willis                                                ",1967,Where Eagles Dare                                                                        ,4.1,36287,321,28
2671,fiction,82,Maeve Binchy                                                                  ,1990,Circle of Friends                                                                        ,4,47875,1469,11
2672,nonfiction,27,Rupi Kaur                                                                     ,2014,Milk and Honey                                                                           ,4.3,82204,10042,16
2673,fiction,59,Tom Clancy                                                                    ,1998,"Rainbow Six (Jack Ryan Universe, #10)                                                    ",4.1,38307,850,11
2674,fantasy,71,Neil Gaiman                                                                   ,2006,Fragile Things: Short Fictions and Wonders                                               ,4,46100,3045,10
2675,thriller,70,Rosamund Lupton                                                               ,2010,Sister                                                                                   ,3.8,41576,4636,28
2676,science fiction,42,"Liu Cixin, Ken Liu                                                            ",2007,"The Three-Body Problem (Remembrance of Earth’s Past, #1)                                 ",4,43588,5733,25
2677,fantasy,62,Terry Pratchett                                                               ,2001,"Thief of Time (Discworld, #26; Death, #5)                                                ",4.2,47762,1117,10
2678,comics,37,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson      ",2003,Superman: Red Son                                                                        ,4.2,37007,1480,6 
2679,fiction,38,Julia Glass                                                                   ,2002,Three Junes                                                                              ,3.6,37045,2273,11
2680,biography,834,"Benjamin Franklin, Lewis Leary                                                ",1791,The Autobiography of Benjamin Franklin                                                   ,3.8,43113,2159,3 
2681,nonfiction,39,Timothy J. Keller                                                             ,2007,The Reason for God: Belief in an Age of Skepticism                                       ,4.2,33938,1606,16
2682,fantasy,28,Mark  Lawrence                                                                ,2012,"King of Thorns (The Broken Empire, #2)                                                   ",4.2,39403,1929,10
2683,fiction,54,Jeffrey Archer                                                                ,2012,"The Sins of the Father (The Clifton Chronicles, #2)                                      ",4,37091,2578,11
2684,young adult,58,Meg Cabot                                                                     ,2000,"Shadowland (The Mediator, #1)                                                            ",4,54526,2123,18
2685,fiction,38,Sara Shepard                                                                  ,2009,"Killer (Pretty Little Liars, #6)                                                         ",4.1,42312,1431,11
2686,business,60,"W. Chan Kim, Renée Mauborgne                                                  ",2004,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irre,3.9,32514,679,4 
2687,young adult,40,James Patterson                                                               ,2010,"Fang (Maximum Ride, #6)                                                                  ",4.1,51208,2533,18
2688,fiction,34,Sarah Addison Allen                                                           ,2011,The Peach Keeper                                                                         ,3.8,49478,6009,11
2689,fiction,36,"Audrey Wood, Don    Wood                                                      ",1984,The Napping House                                                                        ,4.3,38717,1089,11
2690,mystery,15,Matthew FitzSimmons                                                           ,2015,"The Short Drop (Gibson Vaughn, #1)                                                       ",4.2,33222,2229,15
2691,fiction,37,Christopher Moore                                                             ,2007,"You Suck (A Love Story, #2)                                                              ",3.8,41307,2586,11
2692,romance,41,Jamie McGuire                                                                 ,2014,"Beautiful Oblivion (The Maddox Brothers, #1)                                             ",4.1,58308,6034,17
2693,science fiction,67,Vernor Vinge                                                                  ,1992,"A Fire Upon the Deep (Zones of Thought, #1)                                              ",4.1,40508,1801,25
2694,self help,17,Eckhart Tolle                                                                 ,1999,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Pow",4.2,30308,410,19
2695,young adult,36,Caroline B. Cooney                                                            ,1990,"The Face on the Milk Carton (Janie Johnson, #1)                                          ",3.7,45923,2293,18
2696,humor,17,Robert Lopshire                                                               ,1960,Put Me in the Zoo                                                                        ,4.1,39657,375,13
2697,fantasy,51,Sophie Jordan                                                                 ,2010,"Firelight (Firelight, #1)                                                                ",3.9,54550,4384,10
2698,fiction,125,"Italo Calvino, William Weaver                                                 ",1972,Invisible Cities                                                                         ,4.2,39121,2844,11
2699,romance,27,Jessica Park                                                                  ,2011,"Flat-Out Love (Flat-Out Love, #1)                                                        ",4,51947,5104,17
2700,fiction,63,Richard Flanagan                                                              ,2013,The Narrow Road to the Deep North                                                        ,4,34935,4927,11
2701,fiction,51,"A.N. Roquelaure, Anne Rice                                                    ",1983,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)                                    ",3.3,42828,3713,11
2702,nonfiction,4,Jennifer Worth                                                                ,2002,"The Midwife: A Memoir of Birth, Joy, and Hard Times                                      ",4.2,39141,5112,16
2703,nonfiction,42,Hunter S. Thompson                                                            ,1966,Hell's Angels: A Strange and Terrible Saga                                               ,4,33303,1173,16
2704,fiction,27,Jennifer Weiner                                                               ,2010,Then Came You                                                                            ,3.7,38893,2729,11
2705,young adult,86,L.J. Smith                                                                    ,1991,"The Awakening (The Vampire Diaries, #1)                                                  ",3.4,52682,2899,18
2706,romance,47,Susan Elizabeth Phillips                                                      ,1994,"It Had to Be You (Chicago Stars, #1)                                                     ",4,49486,1754,17
2707,nonfiction,45,Michael   Lewis                                                               ,2011,Boomerang: Travels in the New Third World                                                ,3.9,32446,1933,16
2708,fiction,31,Jennifer Weiner                                                               ,2010,Fly Away Home                                                                            ,3.7,39401,2405,11
2709,classics,685,"Stendhal, Roger Gard                                                          ",1830,The Red and the Black                                                                    ,3.9,42298,1273,5 
2710,fiction,51,Philippa Gregory                                                              ,2004,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)                               ",3.7,43438,2065,11
2711,fantasy,49,Catherine Fisher                                                              ,2007,"Incarceron (Incarceron, #1)                                                              ",3.6,52010,5087,10
2712,fantasy,20,C.C. Hunter                                                                   ,2011,"Awake at Dawn (Shadow Falls, #2)                                                         ",4.3,47959,1660,10
2713,fantasy,10,Bev Vincent                                                                   ,2004,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus                         ,4.3,32226,53,10
2714,young adult,47,Josephine Angelini                                                            ,2011,"Starcrossed (Starcrossed, #1)                                                            ",4.1,55202,4837,18
2715,fantasy,55,Alyson Noel                                                                   ,2010,"Night Star (The Immortals, #5)                                                           ",3.8,45867,1347,10
2716,fiction,46,N.H. Kleinbaum                                                                ,1988,Dead Poets Society                                                                       ,4.2,37221,752,11
2717,fiction,1,Emily Bleeker                                                                 ,2015,Wreckage                                                                                 ,3.7,33818,2745,11
2718,fantasy,61,Terry Pratchett                                                               ,1999,"The Fifth Elephant (Discworld, #24; City Watch, #5)                                      ",4.2,47106,969,10
2719,fantasy,54,John Flanagan                                                                 ,2006,"The Sorcerer in the North (Ranger's Apprentice, #5)                                      ",4.2,45418,1327,10
2720,nonfiction,210,Paramahansa Yogananda                                                         ,1946,Autobiography of a Yogi                                                                  ,4.2,31616,1408,16
2721,fantasy,29,Kevin Hearne                                                                  ,2011,"Hexed (The Iron Druid Chronicles, #2)                                                    ",4.2,44505,2245,10
2722,horror,29,"Alvin Schwartz, Stephen Gammell                                               ",1981,"Scary Stories to Tell in the Dark (Scary Stories, #1)                                    ",4,40077,1512,31
2723,mystery,42,Harlan Coben                                                                  ,2016,Fool Me Once                                                                             ,3.9,45468,4096,15
2724,nonfiction,102,John Hersey                                                                   ,1946,Hiroshima                                                                                ,3.9,43336,2062,16
2725,young adult,33,Jennifer Brown                                                                ,2009,Hate List                                                                                ,4,44189,4285,18
2726,contemporary,21,Kasie West                                                                    ,2013,The Distance Between Us                                                                  ,4,46604,5514,7 
2727,religion,66,Karen Armstrong                                                               ,1975,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam               ",3.9,34576,1143,23
2728,science fiction,35,James S.A. Corey                                                              ,2013,"Abaddon's Gate (The Expanse, #3)                                                         ",4.2,39495,2417,25
2729,classics,179,"Pablo Neruda, W.S. Merwin, Cristina García                                    ",1924,Twenty Love Poems and a Song of Despair                                                  ,4.3,37910,1505,5 
2730,fiction,76,Tom Clancy                                                                    ,1988,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)                                     ",4,39699,507,11
2731,fiction,15,David Shannon                                                                 ,1998,"No, David!                                                                               ",4.1,37186,1885,11
2732,classics,810,"Thomas More, Paul Turner                                                      ",1516,Utopia                                                                                   ,3.5,44234,1887,5 
2733,mystery,46,"Pseudonymous Bosch, Gilbert Ford                                              ",2007,"The Name of This Book Is Secret (Secret, #1)                                             ",4,42190,3180,15
2734,young adult,20,Danielle  Paige                                                               ,2014,"Dorothy Must Die (Dorothy Must Die, #1)                                                  ",3.8,49019,7881,18
2735,thriller,67,Dean Koontz                                                                   ,2006,The Husband                                                                              ,3.8,38254,1638,28
2736,fiction,45,Aimee Bender                                                                  ,2010,The Particular Sadness of Lemon Cake                                                     ,3.2,48388,9036,11
2737,mystery,80,James Patterson                                                               ,2003,"The Big Bad Wolf  (Alex Cross, #9)                                                       ",4,40235,938,15
2738,fiction,45,"Dai Sijie, Ina Rilke                                                          ",2000,Balzac and the Little Chinese Seamstress                                                 ,3.6,43440,3558,11
2739,nonfiction,25,Roxane Gay                                                                    ,2014,Bad Feminist                                                                             ,3.9,43890,5030,16
2740,fiction,79,V.C. Andrews                                                                  ,1980,"Petals on the Wind (Dollanganger, #2)                                                    ",3.8,44314,1667,11
2741,fiction,125,"Roald Dahl, Quentin Blake                                                     ",1975,Danny the Champion of the World                                                          ,4.1,45049,1844,11
2742,nonfiction,49,Amy Chua                                                                      ,2011,Battle Hymn of the Tiger Mother                                                          ,3.6,38736,6270,16
2743,fantasy,22,Noelle Stevenson                                                              ,2015,Nimona                                                                                   ,4.2,51980,6660,10
2744,cookbooks,4,Giada De Laurentiis                                                           ,2005,Everyday Italian: 125 Simple and Delicious Recipes                                       ,4,32871,209,8 
2745,mystery,108,Patricia Cornwell                                                             ,1995,"From Potter's Field (Kay Scarpetta, #6)                                                  ",4,43955,636,15
2746,mystery,85,James Patterson                                                               ,2005,"Mary, Mary (Alex Cross, #11)                                                             ",3.9,39428,1136,15
2747,fiction,66,Jeanette Winterson                                                            ,1985,Oranges Are Not the Only Fruit                                                           ,3.8,40314,1912,11
2748,romance,8,R.K. Lilley                                                                   ,2013,"Grounded (Up in the Air, #3)                                                             ",4.3,53385,2252,17
2749,romance,10,Ravinder Singh                                                                ,2007,I Too Had a Love Story                                                                   ,3.6,29161,1616,17
2750,fiction,31,"Betty MacDonald, Alexandra Boiger                                             ",1947,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)                                              ",4.2,45128,1080,11
2751,mystery,99,Michael Connelly                                                              ,1997,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)                                  ",4.2,40002,1105,15
2752,nonfiction,29,Dan   Harris                                                                  ,2014,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and",3.9,39748,3485,16
2753,cookbooks,4,"Ina Garten, Quentin Bacon                                                     ",2006,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again              ,4.2,32744,178,8 
2754,mystery,105,Michael Connelly                                                              ,1998,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)                                  ",4.1,37494,999,15
2755,science fiction,100,Isaac Asimov                                                                  ,1972,The Gods Themselves                                                                      ,4.1,39537,1150,25
2756,mystery,25,Peter Lerangis                                                                ,2010,"The Viper's Nest (39 Clues, #7)                                                          ",4,38140,555,15
2757,fiction,29,Sena Jeter Naslund                                                            ,1999,"Ahab's Wife, or The Star-Gazer                                                           ",4,36184,2360,11
2758,manga,15,"CLAMP, Anthony Gerard                                                         ",2004,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01                                                    ",4.1,34843,330,20
2759,fantasy,86,Darren Shan                                                                   ,2000,"A Living Nightmare (Cirque Du Freak, #1)                                                 ",4.1,43056,2916,10
2760,comics,36,"Alan Moore, Kevin O'Neill                                                     ",2000,"The League of Extraordinary Gentlemen, Vol. 1                                            ",3.9,41818,1201,6 
2761,young adult,32,M.T. Anderson                                                                 ,2002,Feed                                                                                     ,3.5,44867,5504,18
2762,romance,38,Nalini Singh                                                                  ,2009,"Angels' Blood (Guild Hunter, #1)                                                         ",4.1,58508,3599,17
2763,classics,304,"Euripides, Rex Warner                                                         ",-431,Medea                                                                                    ,3.8,42957,1037,5 
2764,fantasy,28,Cinda Williams Chima                                                          ,2009,"The Demon King (Seven Realms, #1)                                                        ",4.2,49524,4018,10
2765,fiction,83,Hannah Hurnard                                                                ,1955,Hinds' Feet on High Places                                                               ,4.3,35312,933,11
