book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name
2498,43,Mark Kurlansky,2002,Salt: A World History,3.73,40735,2640,16,Nonfiction
2500,34,Neal Stephenson,2011,Reamde,3.96,39957,4221,11,Fiction
2502,33,Janet Evanovich,2012,Notorious Nineteen,3.9,52396,5011,15,Mystery
2507,95,Paullina Simons,2001,The Bronze Horseman,4.34,48539,6085,17,Romance
2509,41,A.G. Riddle,2013,The Atlantis Gene,3.69,40455,2909,11,Fiction
2510,74,Philippa Gregory,2010,The Red Queen,3.74,49044,3912,12,History
2511,36,Julie James,2010,Something About You,3.94,49849,2103,17,Romance
2513,104,"Stephen King,Peter Straub",2001,Black House,3.99,44826,1227,31,Horror
2514,42,"Neil Gaiman,Andy Kubert,Richard Isanove,Peter Sanderson",2003,Marvel 1602,3.93,46190,1344,6,Comics
2515,38,Vince Flynn,2006,Act of Treason,4.28,36818,775,28,Thriller
2516,33,Peter Heller,2012,The Dog Stars,3.9,40825,5883,11,Fiction
2518,33,Jim Butcher,2005,Academ`s Fury,4.27,47672,1321,10,Fantasy
2520,76,"Haruki Murakami,村上 春樹",2009,1Q84 BOOK 1,3.96,36769,1280,11,Fiction
2522,77,Lee Child,2006,The Hard Way,4.14,44962,1935,28,Thriller
2524,17,Geraldine Brooks,2004,March,3.73,45824,5216,11,Fiction
2525,54,"Lee Child,Dick Hill",2012,A Wanted Man,4,44026,3339,28,Thriller
2526,7,"Grant Morrison,Frank Quitely",2007,"All-Star Superman,Vol. 1",4.06,35648,610,6,Comics
2527,31,George R.R. Martin,2000,A Song of Ice and Fire,4.63,37017,1406,10,Fantasy
2528,52,Nora Roberts,2013,Dark Witch,3.91,43326,3641,17,Romance
2529,63,Alyson Noel,2010,Dark Flame,3.73,53645,1805,18,Young Adult
2530,68,Fiona Barton,2016,The Widow,3.49,48265,5692,15,Mystery
2531,33,Patrick Carman,2009,The Black Circle,4,42610,705,15,Mystery
2532,20,Kiera Cass,2013,The Prince,3.93,55572,3588,18,Young Adult
2533,39,Marie Rutkoski,2014,The Winner`s Curse,4.03,65183,9748,10,Fantasy
2535,67,"Elena Ferrante,Ann Goldstein",2012,The Story of a New Name,4.37,43753,3822,11,Fiction
2538,18,William Kent Krueger,2013,Ordinary Grace,4.14,42584,6121,11,Fiction
2539,89,David Baldacci,2001,Last Man Standing,4.03,38118,708,28,Thriller
2540,20,Gene Luen Yang,2006,American Born Chinese,3.88,49910,5799,18,Young Adult
2542,34,K.A. Tucker,2012,Ten Tiny Breaths,4.16,59991,5039,17,Romance
2543,67,David Mitchell,2010,The Thousand Autumns of Jacob de Zoet,4.03,42312,5175,11,Fiction
2545,43,Sherrilyn Kenyon,2003,Dance with the Devil,4.39,54588,1710,17,Romance
2546,71,Candace Bushnell,2005,Lipstick Jungle,3.39,37339,945,11,Fiction
2547,76,James Patterson,2001,Violets Are Blue,3.94,44214,940,15,Mystery
2551,23,Diane Chamberlain,2014,The Silent Sister,3.93,41004,4201,11,Fiction
2554,58,Terry Pratchett,2003,Monstrous Regiment,4.18,48251,1286,10,Fantasy
2558,25,Maggie Stiefvater,2014,"Blue Lily,Lily Blue",4.32,62547,8312,10,Fantasy
2562,13,J. Sterling,2012,The Perfect Game,3.97,52594,2982,17,Romance
2563,62,Patrick Ness,2010,Monsters of Men,4.25,48311,4917,18,Young Adult
2564,34,Orson Scott Card,2005,Shadow of the Giant,3.98,41690,885,25,Science Fiction
2565,26,Brian Selznick,2011,Wonderstruck,4.16,43731,5619,11,Fiction
2567,54,Moira Young,2011,Blood Red Road,3.94,52256,5562,18,Young Adult
2568,72,"James Patterson,Maxine Paetro",2007,The 6th Target,4.02,45657,1499,15,Mystery
2570,44,Margaret Atwood,2013,MaddAddam,3.98,41975,4289,11,Fiction
2572,21,Victoria Finlay,2003,Color: A Natural History of the Palette,3.74,42661,514,16,Nonfiction
2573,90,John Grisham,2001,Skipping Christmas,3.47,45691,3496,11,Fiction
2575,27,Kristin Hannah,2012,Home Front,4.12,41284,4442,11,Fiction
2576,40,Christina Lauren,2013,Beautiful Stranger,4.24,60515,3358,17,Romance
2577,37,Libba Bray,2007,The Sweet Far Thing,3.97,57128,3573,10,Fantasy
2580,58,Nicholas Sparks,2015,See Me,3.93,40830,3841,11,Fiction
2581,66,Sophie Kinsella,2010,Mini Shopaholic,3.7,45244,2843,11,Fiction
2583,19,Jennifer Weiner,2014,All Fall Down,3.61,35902,3293,11,Fiction
2587,33,Leigh Bardugo,2014,Ruin and Rising,4.17,64410,9218,10,Fantasy
2588,18,أحمد خالد توفيق,2008,يوتوبيا,3.9,32536,3824,11,Fiction
2589,50,Jennifer Weiner,2000,Certain Girls,3.7,41186,2732,11,Fiction
2590,28,Cheryl Strayed,2012,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,4.29,39789,4859,16,Nonfiction
2593,46,Claudia Gray,2009,Stargazer,3.8,51143,1382,18,Young Adult
2596,77,Michael Connelly,2010,The Reversal,4.13,41619,2529,15,Mystery
2598,39,"Julie Orringer,Arthur Morey",2010,The Invisible Bridge,4.19,39430,4331,11,Fiction
2599,40,Pittacus Lore,2013,The Fall of Five,4.24,46153,3453,18,Young Adult
2605,32,Laurell K. Hamilton,2000,Obsidian Butterfly,4.08,54248,1303,10,Fantasy
2606,33,Peter V. Brett,2013,The Daylight War,4.23,39164,1816,10,Fantasy
2607,98,John Grisham,2008,The Appeal,3.58,41931,3678,11,Fiction
2609,52,Ben Aaronovitch,2011,Midnight Riot,3.92,48677,5298,10,Fantasy
2611,73,Terry Pratchett,2004,A Hat Full of Sky,4.29,49173,1400,10,Fantasy
2613,49,Chimamanda Ngozi Adichie,2014,We Should All Be Feminists,4.47,58660,7218,16,Nonfiction
2614,20,Patricia Briggs,2011,River Marked,4.26,62360,3174,10,Fantasy
2615,19,Amy Sedaris,2006,I Like You: Hospitality Under the Influence,3.87,34919,1412,16,Nonfiction
2616,48,William Gibson,2003,Pattern Recognition,3.86,37818,1851,11,Fiction
2617,55,Peter  Swanson,2015,The Kind Worth Killing,4.03,43845,5526,28,Thriller
2619,63,"Angie Sage,Mark Zug",2007,Physik,3.99,44757,1106,10,Fantasy
2622,39,Vince Flynn,2004,Memorial Day,4.3,34797,760,28,Thriller
2626,42,Renee Ahdieh,2015,The Wrath and the Dawn,4.19,64871,11884,10,Fantasy
2627,28,"Nicholas D. Kristof,Sheryl WuDunn",2008,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,4.31,40427,4627,16,Nonfiction
2628,55,"Daniel Handler,Maira Kalman",2011,Why We Broke Up,3.49,45720,6387,18,Young Adult
2629,26,Sarah J. Maas,2014,The Assassin`s Blade,4.48,62872,7538,10,Fantasy
2630,37,Curtis Sittenfeld,2008,American Wife,3.72,41909,5568,11,Fiction
2631,27,Jim Butcher,2006,Cursor`s Fury,4.36,45918,1126,10,Fantasy
2634,20,Charlie N. Holmberg,2014,The Paper Magician,3.63,41333,4844,10,Fantasy
2635,69,Steve Harvey,2009,"Act Like a Lady,Think Like a Man: What Men Really Think About Love,Relationships,Intimacy,and Commitment",3.82,32877,2328,16,Nonfiction
2636,14,Candice Millard,2011,"Destiny of the Republic: A Tale of Madness,Medicine and the Murder of a President",4.19,37444,4490,12,History
2638,37,Emerson Eggerichs,2004,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,4.17,34208,1166,16,Nonfiction
2639,99,Michael Connelly,2008,The Brass Verdict,4.08,42830,2722,15,Mystery
2641,78,Lee Child,2013,Never Go Back,4.02,42885,3558,28,Thriller
2642,29,Gail Carson Levine,2001,The Two Princesses of Bamarre,4.02,57531,2091,10,Fantasy
2644,38,Lalita Tademy,2001,Cane River,4.04,39960,1813,11,Fiction
2645,46,Terry Goodkind,2006,Phantom,3.99,37945,481,10,Fantasy
2647,45,"James D. Bradley,Ron Powers",2000,Flags of Our Fathers,4.18,39430,1365,12,History
2652,1,Helen Macdonald,2015,H is for Hawk,3.74,38297,6017,16,Nonfiction
2653,81,David Nicholls,2014,Us,3.66,37037,4002,11,Fiction
2655,5,"Christopher Yost,Orson Scott Card,Pasqual Ferry,Frank D`Armata",2009,"Ender`s Game,Volume 1: Battle School",4.37,32329,192,25,Science Fiction
2659,21,C.J. Roberts,2011,Captive in the Dark,4.01,59443,5525,17,Romance
2661,45,Mary Roach,2008,Bonk: The Curious Coupling of Science and Sex,3.83,41808,4005,16,Nonfiction
2662,42,Rachel Caine,2007,Midnight Alley,4.11,51853,1363,18,Young Adult
2663,7,"Nina George,Simon Pare",2013,The Little Paris Bookshop,3.51,44080,7292,11,Fiction
2664,70,Ian McEwan,2012,Sweet Tooth,3.4,40143,5477,11,Fiction
2665,30,Abbi Glines,2013,Twisted Perfection,4.26,59633,3931,17,Romance
2667,30,Ann Voskamp,2011,One Thousand Gifts: A Dare to Live Fully Right Where You Are,4.03,35216,2918,16,Nonfiction
2672,27,Rupi Kaur,2014,Milk and Honey,4.27,82204,10042,16,Nonfiction
2674,71,Neil Gaiman,2006,Fragile Things: Short Fictions and Wonders,4.02,46100,3045,10,Fantasy
2675,70,Rosamund Lupton,2010,Sister,3.77,41576,4636,28,Thriller
2676,42,"Liu Cixin,Ken Liu",2007,The Three-Body Problem,4,43588,5733,25,Science Fiction
2677,62,Terry Pratchett,2001,Thief of Time,4.25,47762,1117,10,Fantasy
2678,37,"Mark Millar,Kilian Plunkett,Andrew Robinson,Walden Wong,Dave Johnson",2003,Superman: Red Son,4.17,37007,1480,6,Comics
2679,38,Julia Glass,2002,Three Junes,3.56,37045,2273,11,Fiction
2681,39,Timothy J. Keller,2007,The Reason for God: Belief in an Age of Skepticism,4.2,33938,1606,16,Nonfiction
2682,28,Mark  Lawrence,2012,King of Thorns,4.2,39403,1929,10,Fantasy
2683,54,Jeffrey Archer,2012,The Sins of the Father,4.01,37091,2578,11,Fiction
2684,58,Meg Cabot,2000,Shadowland,4.04,54526,2123,18,Young Adult
2685,38,Sara Shepard,2009,Killer,4.07,42312,1431,11,Fiction
2686,60,"W. Chan Kim,Renée Mauborgne",2004,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,3.86,32514,679,4,Business
2687,40,James Patterson,2010,Fang,4.07,51208,2533,18,Young Adult
2688,34,Sarah Addison Allen,2011,The Peach Keeper,3.84,49478,6009,11,Fiction
2690,15,Matthew FitzSimmons,2015,The Short Drop,4.15,33222,2229,15,Mystery
2691,37,Christopher Moore,2007,You Suck,3.82,41307,2586,11,Fiction
2692,41,Jamie McGuire,2014,Beautiful Oblivion,4.13,58308,6034,17,Romance
2697,51,Sophie Jordan,2010,Firelight,3.88,54550,4384,10,Fantasy
2699,27,Jessica Park,2011,Flat-Out Love,4.01,51947,5104,17,Romance
2700,63,Richard Flanagan,2013,The Narrow Road to the Deep North,4,34935,4927,11,Fiction
2702,4,Jennifer Worth,2002,"The Midwife: A Memoir of Birth,Joy,and Hard Times",4.17,39141,5112,16,Nonfiction
2704,27,Jennifer Weiner,2010,Then Came You,3.69,38893,2729,11,Fiction
2707,45,Michael   Lewis,2011,Boomerang: Travels in the New Third World,3.87,32446,1933,16,Nonfiction
2708,31,Jennifer Weiner,2010,Fly Away Home,3.66,39401,2405,11,Fiction
2710,51,Philippa Gregory,2004,The Virgin`s Lover,3.69,43438,2065,11,Fiction
2711,49,Catherine Fisher,2007,Incarceron,3.64,52010,5087,10,Fantasy
2712,20,C.C. Hunter,2011,Awake at Dawn,4.29,47959,1660,10,Fantasy
2713,10,Bev Vincent,2004,The Road to the Dark Tower: Exploring Stephen King`s Magnum Opus,4.29,32226,53,10,Fantasy
2714,47,Josephine Angelini,2011,Starcrossed,4.08,55202,4837,18,Young Adult
2715,55,Alyson Noel,2010,Night Star,3.82,45867,1347,10,Fantasy
2717,1,Emily Bleeker,2015,Wreckage,3.66,33818,2745,11,Fiction
2719,54,John Flanagan,2006,The Sorcerer in the North,4.25,45418,1327,10,Fantasy
2721,29,Kevin Hearne,2011,Hexed,4.22,44505,2245,10,Fantasy
2723,42,Harlan Coben,2016,Fool Me Once,3.9,45468,4096,15,Mystery
2725,33,Jennifer Brown,2009,Hate List,4.03,44189,4285,18,Young Adult
2728,35,James S.A. Corey,2013,Abaddon`s Gate,4.18,39495,2417,25,Science Fiction
2733,46,"Pseudonymous Bosch,Gilbert Ford",2007,The Name of This Book Is Secret,4.04,42190,3180,15,Mystery
2734,20,Danielle  Paige,2014,Dorothy Must Die,3.84,49019,7881,18,Young Adult
2735,67,Dean Koontz,2006,The Husband,3.8,38254,1638,28,Thriller
2736,45,Aimee Bender,2010,The Particular Sadness of Lemon Cake,3.19,48388,9036,11,Fiction
2737,80,James Patterson,2003,The Big Bad Wolf,3.97,40235,938,15,Mystery
2738,45,"Dai Sijie,Ina Rilke",2000,Balzac and the Little Chinese Seamstress,3.63,43440,3558,11,Fiction
2739,25,Roxane Gay,2014,Bad Feminist,3.91,43890,5030,16,Nonfiction
2742,49,Amy Chua,2011,Battle Hymn of the Tiger Mother,3.61,38736,6270,16,Nonfiction
2743,22,Noelle Stevenson,2015,Nimona,4.2,51980,6660,10,Fantasy
2746,85,James Patterson,2005,"Mary,Mary",3.93,39428,1136,15,Mystery
2748,8,R.K. Lilley,2013,Grounded,4.29,53385,2252,17,Romance
2749,10,Ravinder Singh,2007,I Too Had a Love Story,3.64,29161,1616,17,Romance
2752,29,Dan   Harris,2014,"10% Happier: How I Tamed the Voice in My Head,Reduced Stress Without Losing My Edge,and Found Self-Help That Actually Works",3.93,39748,3485,16,Nonfiction
2756,25,Peter Lerangis,2010,The Viper`s Nest,3.97,38140,555,15,Mystery
2759,86,Darren Shan,2000,A Living Nightmare,4.07,43056,2916,10,Fantasy
2760,36,"Alan Moore,Kevin O`Neill",2000,"The League of Extraordinary Gentlemen,Vol. 1",3.93,41818,1201,6,Comics
2761,32,M.T. Anderson,2002,Feed,3.54,44867,5504,18,Young Adult
2762,38,Nalini Singh,2009,Angels` Blood,4.12,58508,3599,17,Romance
2764,28,Cinda Williams Chima,2009,The Demon King,4.2,49524,4018,10,Fantasy
2767,22,"Brian K. Vaughan,Fiona Staples",2014,"Saga,Vol. 3",4.56,49016,3506,6,Comics
2768,64,Lee Child,2014,Personal,3.9,39053,3156,28,Thriller
2769,32,Therese Anne Fowler,2013,Z: A Novel of Zelda Fitzgerald,3.82,36787,4020,11,Fiction
2770,64,Kurt Vonnegut Jr.,2005,A Man Without a Country,4.07,32094,2044,16,Nonfiction
2771,25,Catherine Ryan Hyde,2009,When I Found You,3.92,32004,2506,11,Fiction
2772,20,Martha Hall Kelly,2016,Lilac Girls,4.31,55514,6679,11,Fiction
2773,57,"James Patterson,Maxine Paetro",2008,7th Heaven,4.06,42493,1604,15,Mystery
2774,48,Lee Child,2015,Make Me,3.95,37423,3420,28,Thriller
2775,49,Anthony Marra,2013,A Constellation of Vital Phenomena,4.13,35300,5576,11,Fiction
2776,23,Abbi Glines,2012,While It Lasts,4.24,51999,2236,17,Romance
2778,17,Lauren Barnholdt,2007,Two-Way Street,3.8,42774,1848,17,Romance
2779,25,Raine Miller,2012,All In,4.11,50265,2033,17,Romance
2780,44,John Flanagan,2006,The Siege of Macindaw,4.33,41857,1195,10,Fantasy
2784,39,George W. Bush,2010,Decision Points,3.77,31666,2557,12,History
2785,67,"James Patterson,Gabrielle Charbonnet",2009,Witch & Wizard,3.57,47545,4345,10,Fantasy
2788,30,David McCullough,2015,The Wright Brothers,4.16,41469,4425,12,History
2790,17,Jon Meacham,2008,American Lion: Andrew Jackson in the White House,3.76,33439,1378,12,History
2791,45,David Baldacci,2012,The Forgotten,4.07,37559,2540,28,Thriller
2792,25,Brandon Sanderson,2015,Shadows of Self,4.3,40479,2804,10,Fantasy
2793,89,Helen Fielding,2013,Mad About the Boy,3.32,39587,5593,11,Fiction
2795,41,Mia Sheridan,2014,Archer`s Voice,4.45,60020,7779,17,Romance
2796,39,Alyson Richman,2011,The Lost Wife,4.2,35931,3949,11,Fiction
2799,42,Joelle Charbonneau,2013,The Testing,4.05,42840,5339,18,Young Adult
2800,27,Janet Evanovich,2013,Takedown Twenty,3.75,45765,4970,15,Mystery
2801,17,Kirsty Moseley,2011,The Boy Who Sneaks in My Bedroom Window,3.95,55355,4371,17,Romance
2802,23,Tamora Pierce,2006,Terrier,4.16,49845,1594,10,Fantasy
2803,41,Darynda Jones,2011,First Grave on the Right,4.07,57415,6132,10,Fantasy
2804,28,"Amanda Lindhout,Sara Corbett",2013,A House in the Sky,4.2,33140,3574,16,Nonfiction
2805,18,Vera Brosgol,2011,Anya`s Ghost,3.88,42209,3671,6,Comics
2807,47,Kim Harrison,2005,"The Good,the Bad,and the Undead",4.26,52969,1641,10,Fantasy
2812,54,Louise Rennison,2000,"On the Bright Side,I`m Now the Girlfriend of a Sex God",3.96,42692,888,18,Young Adult
2813,45,Caroline Kepnes,2014,You,3.83,43868,7892,28,Thriller
2814,67,Laini Taylor,2014,Dreams of Gods & Monsters,4.23,56702,8247,10,Fantasy
2815,66,John Grisham,2007,Playing for Pizza,3.41,36850,3642,11,Fiction
2816,50,Colleen Houck,2011,Tiger`s Curse,4.07,48734,5262,10,Fantasy
2819,28,Mira Grant,2010,Feed,3.86,41899,5228,31,Horror
2822,68,Steve Berry,2006,The Templar Legacy,3.81,39121,1729,11,Fiction
2824,68,Katherine Howe,2009,The Physick Book of Deliverance Dane,3.7,45352,5539,11,Fiction
2825,54,Steven Erikson,2000,Deadhouse Gates,4.25,39031,1433,10,Fantasy
2826,42,Kylie Scott,2013,Lick,4.15,64019,5374,17,Romance
2828,63,Joe Abercrombie,2009,Best Served Cold,4.16,41201,1908,10,Fantasy
2829,66,Emma Healey,2014,Elizabeth Is Missing,3.7,38225,5096,11,Fiction
2830,42,Vince Flynn,2005,Consent to Kill,4.36,33651,811,28,Thriller
2831,26,Isabel Wilkerson,2010,The Warmth of Other Suns: The Epic Story of America`s Great Migration,4.31,34610,4594,16,Nonfiction
2832,51,Claire North,2014,The First Fifteen Lives of Harry August,4.04,36973,5236,11,Fiction
2833,116,Carlos Ruiz Zafón,2011,The Prisoner of Heaven,3.96,40395,3922,11,Fiction
2835,48,Vince Flynn,2001,Separation of Power,4.32,33186,709,28,Thriller
2837,58,"Robert M. Edsel,Bret Witter",2009,"The Monuments Men: Allied Heroes,Nazi Thieves,and the Greatest Treasure Hunt in History",3.75,35215,3282,16,Nonfiction
2839,24,Helen Bryan,2007,War Brides,3.75,33982,3139,11,Fiction
2840,56,Yaa Gyasi,2016,Homegoing,4.41,49984,7846,11,Fiction
2841,36,Mary Roach,2010,Packing for Mars: The Curious Science of Life in the Void,3.93,38592,3737,16,Nonfiction
2842,51,David Baldacci,2008,Divine Justice,4.17,38072,1281,15,Mystery
2843,30,"Mark Millar,John Romita Jr.,Rob Liefeld",2010,Kick-Ass,4.04,32579,874,6,Comics
2844,47,"Immaculée Ilibagiza,Steve Erwin",2006,Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.43,31952,4644,16,Nonfiction
2845,36,Michael  Grant,2011,Plague,4.18,41996,1869,25,Science Fiction
2847,131,Joël Dicker,2011,La Vérité sur l`affaire Harry Quebert,3.94,40614,5284,11,Fiction
2848,58,Kate Atkinson,2015,A God in Ruins,3.92,34179,4886,11,Fiction
2849,77,Harlan Coben,2010,Caught,3.98,39054,2918,15,Mystery
2850,54,Maria V. Snyder,2006,Magic Study,4.06,56503,3955,10,Fantasy
2853,31,Sarah Addison Allen,2010,The Girl Who Chased the Moon,3.97,46294,5757,11,Fiction
2855,35,Sophia Amoruso,2014,#GIRLBOSS,3.71,43741,2980,16,Nonfiction
2856,43,Diane Chamberlain,2006,The Secret Life of CeeCee Wilkes,4.09,37581,3342,11,Fiction
2858,68,Nora Roberts,2009,Bed of Roses,4.11,48488,2014,17,Romance
2861,91,Anthony Horowitz,2001,Point Blank,4.1,42482,1837,18,Young Adult
2863,45,Daniel Silva,2000,The Kill Artist,4,36365,1501,28,Thriller
2864,20,Mo Willems,2004,Knuffle Bunny: A Cautionary Tale,4.26,39422,2110,11,Fiction
2866,43,"Terry Pratchett,Stephen Baxter",2012,The Long Earth,3.74,38437,4017,10,Fantasy
2867,29,"Steven Pressfield,Robert McKee",2002,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,4.07,37038,3578,16,Nonfiction
2868,14,Abbi Glines,2004,Existence,3.95,52621,3285,17,Romance
2871,21,Michael J. Sullivan,2011,Theft of Swords,4.21,37062,2631,10,Fantasy
2872,25,Diane Chamberlain,2013,Necessary Lies,4.21,37189,3992,11,Fiction
2876,54,Gayle Forman,2015,I Was Here,3.78,42970,5386,18,Young Adult
2878,52,Lisa Gardner,2004,Alone,3.97,40070,1728,15,Mystery
2880,26,Veronica Roth,2013,Divergent Series Complete Box Set,4.32,33374,1149,18,Young Adult
2881,61,Terry Pratchett,2007,Making Money,4.23,45091,1490,10,Fantasy
2882,64,Nora Roberts,2010,Happy Ever After,4.17,45829,2024,17,Romance
2884,35,Alexandra Bracken,2013,Never Fade,4.33,49465,4807,18,Young Adult
2885,103,"Vicki Myron,Bret Witter",2008,Dewey: The Small-Town Library Cat Who Touched the World,3.85,43295,5439,16,Nonfiction
2886,40,Soman Chainani,2013,The School for Good and Evil,4,39917,4713,10,Fantasy
2887,37,Kim Harrison,2007,For a Few Demons More,4.33,48461,1184,10,Fantasy
2888,44,Tana French,2014,The Secret Place,3.83,38667,4883,15,Mystery
2889,15,Brandon Sanderson,2009,Mistborn Trilogy Boxed Set,4.55,32376,982,10,Fantasy
2891,26,Gordon Korman,2010,The Emperor`s Code,4.04,36546,518,11,Fiction
2893,74,Michael Connelly,2011,The Drop,4.14,39023,2452,15,Mystery
2895,48,"Steven D. Levitt,Stephen J. Dubner",2014,Think Like a Freak,3.82,32724,2675,16,Nonfiction
2896,8,"Raina Telgemeier,Gurihiru",2012,Drama,4.14,44842,3596,18,Young Adult
2897,18,Sarah Vowell,2005,Assassination Vacation,3.98,34125,3408,16,Nonfiction
2899,30,Alice Hoffman,2014,The Museum of Extraordinary Things,3.73,35357,4834,11,Fiction
2900,31,Orson Scott Card,2008,Ender in Exile,3.89,38419,1889,25,Science Fiction
2901,38,MaryJanice Davidson,2004,Undead and Unwed,3.81,47820,2489,17,Romance
2904,29,John Scalzi,2014,Lock In,3.85,35213,4161,25,Science Fiction
2905,64,Jo Baker,2013,Longbourn,3.62,38006,6169,11,Fiction
2908,36,Robyn Schneider,2013,The Beginning of Everything,3.78,40765,4726,18,Young Adult
2909,34,Jude Watson,2009,In Too Deep,4.02,37137,628,15,Mystery
2911,38,Laurell K. Hamilton,2001,Narcissus in Chains,3.89,49456,1017,10,Fantasy
2913,32,J. Kenner,2013,Claim Me,4.21,46089,1715,17,Romance
2914,52,Marisha Pessl,2006,Special Topics in Calamity Physics,3.7,34307,4754,11,Fiction
2915,49,Josh Malerman,2014,Bird Box,3.98,40619,6471,31,Horror
2916,37,Dan Wells,2012,Partials,3.94,44946,4291,18,Young Adult
2917,19,Timothy Egan,2006,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,4.04,34295,3997,16,Nonfiction
2918,29,Ellen Marie Wiseman,2013,What She Left Behind,3.86,31350,3619,11,Fiction
2919,42,Sara Shepard,2008,Wicked,4.04,41509,1489,11,Fiction
2922,27,"Scott Snyder,Greg Capullo,Jonathan Glapion",2012,"Batman,Volume 1: The Court of Owls",4.3,33150,1447,6,Comics
2924,99,Raymond Khoury,2006,The Last Templar,3.57,35769,1482,11,Fiction
2925,11,Kathy Griffin,2009,Official Book Club Selection: A Memoir According to Kathy Griffin,3.8,32718,1426,16,Nonfiction
2929,23,Sara Shepard,2010,Wanted,4.15,38098,1537,15,Mystery
2930,29,Kim Harrison,2008,The Outlaw Demon Wails,4.38,47549,1088,10,Fantasy
2932,48,Libba Bray,2012,The Diviners,3.96,48730,7351,12,History
2933,38,Tim Tharp,2008,The Spectacular Now,3.53,36245,4075,18,Young Adult
2935,45,Suzanne Collins,2007,Gregor and the Code of Claw,4.25,35387,1624,10,Fantasy
2938,59,Marian Keyes,2004,The Other Side of the Story,3.77,34440,895,11,Fiction
2941,16,Mary E. Pearson,2014,The Kiss of Deception,4.06,51124,7571,10,Fantasy
2943,36,Eleanor Brown,2011,The Weird Sisters,3.36,39982,5929,11,Fiction
2944,61,Terry Pratchett,2000,The Truth,4.25,42622,975,10,Fantasy
2945,53,Tom Perrotta,2011,The Leftovers,3.38,36284,5095,11,Fiction
2948,18,Portia de Rossi,2010,Unbearable Lightness: A Story of Loss and Gain,3.83,33353,2414,16,Nonfiction
2949,52,Lisa Kleypas,2007,Mine Till Midnight,4.08,46442,1776,12,History
2951,40,Andrea Cremer,2011,Wolfsbane,4.12,42770,2205,18,Young Adult
2953,49,Gary Shteyngart,2010,Super Sad True Love Story,3.44,33332,4362,11,Fiction
2955,37,J.R. Ward,2013,Lover at Last,4.3,51967,5707,17,Romance
2956,7,"Michelle Rowen,Richelle Mead",2011,Vampire Academy: The Ultimate Guide,4.45,32921,206,18,Young Adult
2959,25,Tamora Pierce,2004,Trickster`s Queen,4.28,47476,795,10,Fantasy
2962,40,Jennifer E. Smith,2013,This Is What Happy Looks Like,3.69,43044,4687,18,Young Adult
2964,35,Vince Flynn,2012,Kill Shot,4.3,32995,1583,11,Fiction
2966,70,Jeff Kinney,2013,Hard Luck,4.28,37382,2377,11,Fiction
2968,46,D.J. MacHale,2002,The Merchant of Death,3.93,40104,1723,18,Young Adult
2969,57,China Miéville,2009,The City & the City,3.91,37328,4285,10,Fantasy
2970,74,Kathy Reichs,2001,Fatal Voyage,4.04,39167,869,15,Mystery
2971,32,Ilona Andrews,2009,Magic Strikes,4.44,55278,2573,10,Fantasy
2972,30,Chelsea M. Cameron,2012,My Favorite Mistake,4.01,51892,2371,17,Romance
2974,39,James Patterson,2011,Angel,4.02,43494,1888,18,Young Adult
2975,2,"Harold Bloom,Terry Southern,David H. Goldsmith,James Lundquist,Lawrence R. Broer,Peter J. Reed,Loree Rackstraw,William S. Doxey,Jerome Klinkowitz,Richard Giannone,John L. Simons,Leonard Mustazza,Zoltan Ab di-Nagy,Peter Freese,Wendy B. Faris",2002,Kurt Vonnegut`s Cat`s Cradle,4.35,27533,184,11,Fiction
2978,20,Brandon Sanderson,2012,The Emperor`s Soul,4.33,39282,2989,10,Fantasy
2979,79,Stephen King,2008,Just After Sunset,3.85,38319,2133,31,Horror
2980,35,Patricia McCormick,2006,Sold,4.19,38446,4792,11,Fiction
2981,69,James Patterson,2007,Double Cross,3.99,36805,1366,15,Mystery
2983,31,"Amie Kaufman,Meagan Spooner",2013,These Broken Stars,3.93,48016,7148,18,Young Adult
2984,62,Alison Goodman,2008,Eon: Dragoneye Reborn,3.98,47738,3935,10,Fantasy
2986,49,"P.C. Cast,Kristin Cast",2012,Hidden,3.98,42232,1990,18,Young Adult
2987,34,Rachel Hawkins,2012,Spell Bound,4.09,50645,3799,10,Fantasy
2991,42,Jodi Picoult,2003,Second Glance,3.79,36700,2361,11,Fiction
2994,56,Adriana Trigiani,2000,Big Stone Gap,3.86,36781,2539,11,Fiction
2995,62,Steve Berry,2007,The Alexandria Link,3.92,32945,1056,11,Fiction
2996,25,Kelley Armstrong,2011,The Gathering,4.03,50913,3153,10,Fantasy
2997,25,Richelle Mead,2013,The Fiery Heart,4.39,53804,4920,10,Fantasy
2998,26,Ilona Andrews,2010,Magic Bleeds,4.46,54376,2463,10,Fantasy
2999,57,"Isabel Allende,Nick Caistor,Amanda Hopkinson",2015,The Japanese Lover,3.8,35347,4336,11,Fiction
3001,53,Lara Adrian,2007,Kiss of Midnight,3.93,52656,2530,17,Romance
