title,authors,original_publication_year,average_rating,tag_id,book_id,books_count,work_ratings_count,work_text_reviews_count,tag_name
"Broken Harbour (Dublin Murder Squad, #4)",Tana French,2012,3.92,15,2207,2,50491,5418,Mystery
"Down to You (The Bad Boys, #1)",M. Leighton,2013,4.05,17,2208,39,62467,3286,Romance
The Dispossessed,Ursula K. Le Guin,1974,4.18,25,2210,96,53246,2959,Science Fiction
"Faceless Killers (Kurt Wallander, #1)","Henning Mankell, Steven T. Murray",1991,3.78,15,2211,142,49558,2598,Mystery
The Confession,John Grisham,2010,3.81,11,2212,80,49934,5332,Fiction
Lightning,Dean Koontz,1988,4.06,31,2213,81,47213,1631,Horror
"Cat and Mouse (Alex Cross, #4)","James Patterson, Keith David, Anthony Heald",1997,3.96,15,2214,99,50283,1059,Mystery
"Superfudge (Fudge, #3)",Judy Blume,1980,3.98,11,2215,71,53118,1195,Fiction
The Couple Next Door,Shari Lapena,2016,3.74,15,2216,59,81542,8555,Mystery
"Hallowed (Unearthly, #2)",Cynthia Hand,2012,4.15,18,2217,33,61307,4085,Young Adult
Ancillary Justice (Imperial Radch #1),Ann Leckie,2013,3.97,25,2218,43,47806,5950,Science Fiction
"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,2001,3.67,10,2219,48,45832,751,Fantasy
Built to Last: Successful Habits of Visionary Companies,"James C. Collins, Jerry I. Porras",1994,3.98,4,2220,40,40804,433,Business
The Life We Bury,Allen Eskens,2014,3.93,15,2221,20,47968,5564,Mystery
Fireproof,Eric Wilson,2008,4.47,11,2222,13,37588,466,Fiction
"The Eagle Has Landed (Liam Devlin, #1)",Jack Higgins,1975,4.15,11,2223,81,43019,433,Fiction
"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,1996,4.12,10,2224,42,63568,1144,Fantasy
"John Dies at the End (John Dies at the End, #1)",David Wong,2007,3.92,31,2225,39,45084,4728,Horror
The Demon-Haunted World: Science as a Candle in the Dark,"Carl Sagan, Ann Druyan",1995,4.27,16,2226,74,43024,1839,Nonfiction
Stolen: A Letter to My Captor,Lucy Christopher,2009,3.93,18,2227,37,57261,7331,Young Adult
Solaris,Stanisław Lem,1961,3.97,25,2228,7,49241,2268,Science Fiction
Prozac Nation,Elizabeth Wurtzel,1994,3.57,16,2229,30,46771,1526,Nonfiction
The Black Cauldron (The Chronicles of Prydain #2),Lloyd Alexander,1965,4.13,10,2230,74,51195,1167,Fantasy
This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,2006,3.86,16,2231,34,39436,1266,Nonfiction
The First Phone Call from Heaven,Mitch Albom,2013,3.73,11,2232,51,43318,4466,Fiction
Possible Side Effects,Augusten Burroughs,2006,3.97,16,2233,30,39653,1351,Nonfiction
Still Life with Bread Crumbs,Anna Quindlen,2014,3.63,11,2234,30,41321,4309,Fiction
"Lover Reborn (Black Dagger Brotherhood, #10)",J.R. Ward,2012,4.35,17,2237,39,64189,4414,Romance
"The Duke and I (Bridgertons, #1)",Julia Quinn,2000,4.11,17,2238,57,61923,2634,Romance
"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Margaret Weis, Tracy Hickman",1985,4.12,10,2239,60,44116,450,Fantasy
A Raisin in the Sun,Lorraine Hansberry,1959,3.72,5,2240,56,50909,2052,Classics
"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,2002,4.1,25,2241,60,46772,2685,Science Fiction
"The Sum of All Fears (Jack Ryan Universe, #7)",Tom Clancy,1991,3.99,11,2242,71,46810,544,Fiction
The Good Neighbor,A.J. Banner,2015,3.33,15,2243,14,38986,2898,Mystery
"Saga, Vol. 2 (Saga, #2)","Brian K. Vaughan, Fiona Staples",2013,4.57,6,2244,24,58127,4594,Comics
"The Enemy (Jack Reacher, #8)",Lee Child,2004,4.15,28,2245,79,51036,1986,Thriller
Flash Boys: A Wall Street Revolt,Michael   Lewis,2014,4.12,16,2246,38,43613,3223,Nonfiction
The Diving Bell and the Butterfly,"Jean-Dominique Bauby, Jeremy Leggatt",1997,4.01,16,2247,87,45508,3657,Nonfiction
Killing Kennedy: The End of Camelot,"Bill O'Reilly, Martin Dugard",2012,4.05,16,2248,23,40216,3844,Nonfiction
Rogue Lawyer,John Grisham,2015,3.7,11,2249,66,46574,4701,Fiction
The Life and Times of the Thunderbolt Kid,Bill Bryson,2006,3.93,16,2250,63,46658,4015,Nonfiction
Still Missing,Chevy Stevens,2010,3.96,15,2251,71,50637,6113,Mystery
"'Tis (Frank McCourt, #2)",Frank McCourt,1999,3.66,16,2252,85,46748,1919,Nonfiction
1491: New Revelations of the Americas Before Columbus,Charles C. Mann,2005,4.01,12,2253,37,43649,2811,History
"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,2015,4.02,10,2254,27,65495,10066,Fantasy
An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,1995,4.03,16,2255,50,44200,2513,Nonfiction
Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,2004,4.54,16,2256,75,38748,984,Nonfiction
Who's Afraid of Virginia Woolf?,Edward Albee,1962,4.09,5,2257,70,48063,1096,Classics
"The Last Wish (The Witcher, #1)",Andrzej Sapkowski,1993,4.2,10,2258,123,54045,3124,Fantasy
Foucault's Pendulum,"Umberto Eco, William Weaver",1988,3.89,11,2259,201,48898,2649,Fiction
A Pocket for Corduroy,Don Freeman,1978,4.29,11,2260,35,47522,232,Fiction
"The 5th Horseman (Women's Murder Club, #5)","James Patterson, Maxine Paetro",2006,4.03,15,2261,70,50553,1525,Mystery
"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,2001,4.04,10,2262,45,57278,3369,Fantasy
"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,2009,4.23,16,2263,37,38613,2924,Nonfiction
"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,2011,3.92,15,2264,33,59894,4637,Mystery
"Lies (Gone, #3)",Michael  Grant,2010,4.09,18,2265,38,51981,2084,Young Adult
"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,2011,4.23,10,2267,34,66309,4391,Fantasy
"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,2003,3.91,15,2268,40,54118,5293,Mystery
"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,1982,4.32,10,2269,39,47819,1118,Fantasy
"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,2007,3.8,11,2270,52,60415,1702,Fiction
"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,1996,4.26,10,2271,73,53657,1047,Fantasy
"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",2005,4.46,9,2272,41,38916,1702,Crime
The Butterfly Garden (The Collector #1),Dot Hutchison,2016,4.07,28,2273,21,56042,5415,Thriller
Skinny Legs and All,Tom Robbins,1990,4.03,11,2274,29,36509,1288,Fiction
"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,2009,4.34,10,2275,31,67682,2406,Fantasy
"In Flight (Up in the Air, #1)",R.K. Lilley,2012,4.1,17,2276,25,65654,3181,Romance
"Cross (Alex Cross, #12)",James Patterson,2006,3.99,15,2277,99,46069,1680,Mystery
"All-American Girl (All-American Girl, #1)",Meg Cabot,2002,3.73,18,2278,58,58653,1821,Young Adult
Neither Here nor There: Travels in Europe,Bill Bryson,1991,3.88,27,2279,57,45390,2168,Travelling
Boy Meets Boy,David Levithan,2003,3.85,18,2280,39,50739,3159,Young Adult
We Are Water,Wally Lamb,2013,3.79,11,2281,27,42626,5238,Fiction
"Max (Maximum Ride, #5)",James Patterson,2009,4.07,18,2282,38,60734,2139,Young Adult
"Halo (Halo, #1)",Alexandra Adornetto,2010,3.67,18,2283,54,58840,4209,Young Adult
The Inheritance of Loss,Kiran Desai,2006,3.41,11,2284,79,40545,3409,Fiction
"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,1986,4.17,10,2285,57,48282,494,Fantasy
"At Grave's End (Night Huntress, #3)",Jeaniene Frost,2008,4.31,10,2287,37,69822,2429,Fantasy
Don't Let's Go to the Dogs Tonight,Alexandra Fuller,2001,3.96,16,2288,41,41866,2942,Nonfiction
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,1978,4.05,10,2289,39,61236,4417,Fantasy
Eating Animals,Jonathan Safran Foer,2009,4.18,16,2290,7,47980,5125,Nonfiction
"Flyte (Septimus Heap, #2)","Angie Sage, Mark Zug",2006,3.99,10,2291,71,56604,1472,Fantasy
ساق البامبو,"سعود السنعوسي, Saud Alsanousi",2012,4.25,11,2292,14,39776,7069,Fiction
"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson,2011,3.81,10,2293,34,61934,6054,Fantasy
"Enclave (Razorland, #1)",Ann Aguirre,2011,3.92,18,2294,32,58102,4692,Young Adult
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"Dava Sobel, Neil Armstrong",1995,3.95,16,2295,79,42215,1892,Nonfiction
"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell,1997,4.05,15,2296,96,46232,512,Mystery
Lies My Teacher Told Me,James W. Loewen,1995,3.96,16,2298,22,41542,2240,Nonfiction
"Fool's Fate (Tawny Man, #3)",Robin Hobb,2003,4.38,10,2299,45,48391,1174,Fantasy
"Locke & Key, Vol. 1: Welcome to Lovecraft","Joe Hill, Gabriel Rodríguez",2008,4.18,6,2300,33,50048,3216,Comics
"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,2009,4.2,18,2301,63,53229,5069,Young Adult
Scarlett,Alexandra Ripley,1991,3.44,11,2302,101,47722,2290,Fiction
"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,1996,4.1,10,2303,44,61727,1073,Fantasy
Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,2012,3.99,16,2305,71,42712,4268,Nonfiction
"Every Which Way But Dead (The Hollows, #3)",Kim Harrison,2005,4.29,10,2306,42,59163,1240,Fantasy
"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",Curtis Sittenfeld,2016,3.63,11,2307,32,48112,7714,Fiction
Seven Days in the Art World,Sarah Thornton,2008,3.54,2,2308,30,38298,564,Art
The Children of Húrin,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007,3.94,10,2309,126,47873,2413,Fantasy
The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,2003,4.29,16,2310,32,43267,3614,Nonfiction
"Shadow Puppets (Ender's Shadow, #3)",Orson Scott Card,2002,3.88,25,2312,41,46456,930,Science Fiction
"The Magician's Land (The Magicians, #3)",Lev Grossman,2014,4.16,10,2313,29,44257,4039,Fantasy
The Trumpet of the Swan,"E.B. White, Fred Marcellino",1970,4.06,5,2315,60,55219,1651,Classics
Tenth of December,George Saunders,2013,3.96,11,2316,45,43549,5730,Fiction
"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon,2002,4.23,17,2317,61,61939,2339,Romance
The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,"Thomas J. Stanley, William D. Danko",1995,4,16,2318,43,46748,2049,Nonfiction
"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter,2009,4.2,18,2319,49,58508,2389,Young Adult
"Chronicles, Vol. 1",Bob Dylan,2004,3.98,30,2320,79,38117,1350,Music
The Lost Continent: Travels in Small Town America,Bill Bryson,1989,3.83,27,2321,47,42202,2119,Travelling
Dreams of Joy (Shanghai Girls #2),Lisa See,2011,4.06,11,2322,40,47087,4272,Fiction
Tell Me Your Dreams,Sidney Sheldon,1998,3.93,28,2323,74,36904,1312,Thriller
"The Player of Games (Culture, #2)",Iain M. Banks,1988,4.26,25,2325,49,42993,1790,Science Fiction
The Cricket in Times Square,"George Selden, Garth Williams",1960,4.01,11,2326,59,52036,1283,Fiction
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,2002,4.01,4,2327,67,43176,2106,Business
Junky,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953,3.85,11,2328,73,43506,1201,Fiction
Getting to Yes: Negotiating an Agreement Without Giving In,"Roger Fisher, William Ury, Bruce Patton",1981,3.88,4,2329,83,40026,1113,Business
"Mile High (Up in the Air, #2)",R.K. Lilley,2012,4.21,17,2330,13,60600,1869,Romance
November 9,Colleen Hoover,2015,4.41,17,2331,25,59828,10670,Romance
"Everything We Keep (Everything We Keep, #1)",Kerry Lonsdale,2016,3.84,11,2332,15,69567,3734,Fiction
"The Mighty Storm (The Storm, #1)",Samantha Towle,2012,4.19,17,2333,17,63706,3469,Romance
The Song of Achilles,Madeline Miller,2011,4.27,11,2334,64,58401,8419,Fiction
The Girl with the Lower Back Tattoo,Amy Schumer,2016,3.76,16,2335,30,54101,5840,Nonfiction
The New York Trilogy,"Paul Auster, Art Spiegelman",1987,3.92,11,2337,102,42965,2418,Fiction
Esperanza Rising,Pam Muñoz Ryan,2000,3.91,11,2338,34,50698,4620,Fiction
"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,1955,4.11,11,2339,89,40410,1373,Fiction
Sex and the City,Candace Bushnell,1996,3.37,11,2340,91,42366,1590,Fiction
"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton,1997,4.12,10,2341,34,60019,1104,Fantasy
The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,1995,3.95,11,2343,52,46431,3568,Fiction
Factotum,Charles Bukowski,1975,3.96,11,2344,80,40444,1213,Fiction
"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa,2012,4.1,18,2345,40,56265,5673,Young Adult
Columbine,Dave Cullen,2009,4.26,16,2346,3,48941,6131,Nonfiction
"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,1993,3.84,10,2347,54,49919,786,Fantasy
Yellow Crocus,Laila Ibrahim,2010,4.24,11,2348,16,39910,3915,Fiction
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,"Mark Owen, Kevin Maurer",2012,3.95,16,2349,50,37842,3561,Nonfiction
The Chaperone,Laura Moriarty,2012,3.84,11,2350,40,45889,5063,Fiction
"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell,1992,4.05,15,2351,108,50110,788,Mystery
The Regulators,"Richard Bachman, Stephen King",1996,3.63,31,2352,110,53263,903,Horror
Season of Mists (The Sandman #4),"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",1990,4.54,6,2353,35,50459,1261,Comics
Judge & Jury,"James Patterson, Andrew Gross",2006,3.98,15,2354,53,40618,890,Mystery
"Origin (Lux, #4)",Jennifer L. Armentrout,2013,4.44,17,2356,32,68716,6750,Romance
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,2001,4.05,16,2357,32,38145,2753,Nonfiction
"Beautiful Redemption (Caster Chronicles, #4)","Kami Garcia, Margaret Stohl",2012,3.94,10,2358,50,56107,3949,Fantasy
The Distant Hours,Kate Morton,2010,3.87,11,2359,103,52817,6263,Fiction
I Let You Go,Clare Mackintosh,2016,4.09,15,2360,64,53710,7154,Mystery
"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,1988,4.11,16,2362,34,39185,1835,Nonfiction
Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,2007,4.03,16,2363,33,38205,3325,Nonfiction
"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines,2011,3.98,17,2364,42,66263,3653,Romance
In the Time of the Butterflies,Julia Alvarez,1994,4.13,11,2367,58,43803,3168,Fiction
Gap Creek,Robert Morgan,1999,3.71,11,2368,34,43630,1406,Fiction
"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,2011,4.16,10,2369,26,64557,5284,Fantasy
The Legend of Sleepy Hollow (Graphic Novel),"Bo Hampton, Tracey Hampton, Washington Irving",1993,3.96,5,2370,2,43186,400,Classics
"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",Jen Lancaster,2006,3.9,13,2371,14,43007,4092,Humor
The Witness,Nora Roberts,2012,4.19,17,2372,75,49415,4008,Romance
"Blindsighted (Grant County, #1)",Karin Slaughter,2001,4.1,15,2373,96,46667,1923,Mystery
Angle of Repose,Wallace Stegner,1971,4.27,11,2374,37,42204,3560,Fiction
"Tinker, Tailor, Soldier, Spy",John le Carré,1974,4.04,11,2375,195,49461,2990,Fiction
"Lord Brocktree (Redwall, #13)",Brian Jacques,2000,3.95,10,2376,22,43355,206,Fantasy
"Through the Ever Night (Under the Never Sky, #2)",Veronica Rossi,2013,4.17,18,2377,38,58814,4142,Young Adult
Barefoot,Elin Hilderbrand,2007,3.77,11,2378,50,42369,2599,Fiction
My Friend Leonard,James Frey,2005,3.83,11,2379,37,36676,1589,Fiction
Cat on a Hot Tin Roof,Tennessee Williams,1955,4.07,5,2380,67,45995,726,Classics
"The Final Warning (Maximum Ride, #4)",James Patterson,2008,3.86,18,2381,47,59761,2513,Young Adult
"Golden Fool (Tawny Man, #2)",Robin Hobb,2002,4.32,10,2382,52,48376,823,Fantasy
"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci,2003,3.98,15,2383,94,44168,1833,Mystery
"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",Michael Connelly,2011,4.17,15,2384,71,43750,2557,Mystery
"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,1988,3.95,10,2385,53,48280,1207,Fantasy
"Persepolis, Volume 1",Marjane Satrapi,2000,4.27,6,2386,12,47133,301,Comics
"At Home in Mitford (Mitford Years, #1)",Jan Karon,1994,4.11,11,2387,51,47156,2777,Fiction
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,2010,4.01,4,2388,36,39681,1820,Business
"Scorpia (Alex Rider, #5)",Anthony Horowitz,2004,4.16,18,2389,58,45902,1147,Young Adult
"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen,2014,4.02,10,2390,62,54253,7889,Fantasy
"One False Note (The 39 Clues, #2)",Gordon Korman,2008,3.88,15,2391,39,44210,1511,Mystery
"Tithe (Modern Faerie Tales, #1)",Holly Black,2002,3.73,10,2392,12,60348,3156,Fantasy
"Echo Burning (Jack Reacher, #5)",Lee Child,2001,3.98,28,2393,90,48311,2090,Thriller
"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",L.J. Smith,2007,3.74,18,2394,32,54315,1762,Young Adult
"Never Never (Never Never, #1)","Colleen Hoover, Tarryn Fisher",2015,4.12,17,2395,15,55980,8438,Romance
Into the Darkest Corner,Elizabeth Haynes,2011,4.1,28,2396,70,44965,4782,Thriller
The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),"Richard Lancelyn Green, Ronald Knox, Julian Symons, Various",1985,4.4,15,2397,2,36872,36,Mystery
"Roses are Red (Alex Cross, #6)",James Patterson,2000,4.02,15,2398,91,47337,1074,Mystery
"Naked Empire (Sword of Truth, #8)",Terry Goodkind,2003,3.82,10,2399,47,42066,548,Fantasy
"Map of Bones (Sigma Force, #2)",James Rollins,2005,4.06,28,2400,67,45531,1312,Thriller
The Stranger,Harlan Coben,2015,3.85,15,2401,68,43269,3807,Mystery
"Unbelievable (Pretty Little Liars, #4)",Sara Shepard,2008,4.06,11,2402,50,50026,1856,Fiction
"Seraphina (Seraphina, #1)",Rachel Hartman,2012,3.98,10,2404,56,59999,7002,Fantasy
"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts,2006,4.14,17,2405,66,45161,1189,Romance
"The Mammoth Hunters (Earth's Children, #3)",Jean M. Auel,1985,3.88,11,2406,125,51363,1268,Fiction
"Princeps' Fury (Codex Alera, #5)",Jim Butcher,2008,4.35,10,2407,18,46826,871,Fantasy
"Love Story (Love Story, #1)",Erich Segal,1970,3.6,17,2408,114,44679,2237,Romance
Chrysanthemum,Kevin Henkes,1991,4.31,10,2409,25,43898,1365,Fantasy
"Sweet Evil (Sweet, #1)",Wendy Higgins,2012,4.13,18,2410,12,61003,5063,Young Adult
"The Winds of War (The Henry Family, #1)",Herman Wouk,1971,4.36,11,2411,61,43439,1181,Fiction
"The Wind Through the Keyhole (The Dark Tower, #4.5)","Stephen King, Jae Lee",2012,4.14,10,2412,76,46620,4162,Fantasy
"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell,2004,4.23,11,2413,86,46911,2730,Fiction
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber,1985,3.98,4,2414,31,39123,1202,Business
"Bunnicula (Bunnicula, #1)","James Howe, Deborah Howe, Alan Daniel",1979,3.83,10,2415,45,52667,1775,Fantasy
"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,1990,4.24,10,2416,47,41383,674,Fantasy
"Ascend (Trylle, #3)",Amanda Hocking,2012,4.08,10,2417,55,53836,3408,Fantasy
"The Keeper of Lost Causes (Department Q, #1)","Jussi Adler-Olsen, Lisa Hartford",2007,3.98,15,2418,111,46392,3954,Mystery
Of Love and Other Demons,Gabriel García Márquez,1994,3.98,11,2419,6,40858,1762,Fiction
The Demigod Files (Percy Jackson and the Olympians),Rick Riordan,2009,4.04,10,2420,29,59504,2153,Fantasy
Musicophilia: Tales of Music and the Brain,Oliver Sacks,2007,3.88,16,2421,68,41030,1905,Nonfiction
"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,2016,4.09,11,2422,55,45355,5113,Fiction
Fool,Christopher Moore,2009,3.96,11,2423,45,43889,3161,Fiction
The Book of Lost Things,John Connolly,2006,3.98,10,2424,57,50517,6441,Fantasy
My Life,Bill Clinton,2004,3.72,3,2425,50,37311,1049,Biography
300,"Frank Miller, Lynn Varley",1998,3.93,6,2426,33,38782,712,Comics
"Storm Warning (The 39 Clues, #9)",Linda Sue Park,2010,3.98,15,2427,28,40422,582,Mystery
"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,2010,4.29,18,2428,41,54139,2246,Young Adult
"Persuader (Jack Reacher, #7)",Lee Child,2003,4.09,28,2429,77,46967,2055,Thriller
"Grave Sight (Harper Connelly, #1)",Charlaine Harris,2005,3.85,15,2430,42,55171,2250,Mystery
"Flaggermusmannen (Harry Hole, #1)","Jo Nesbø, Don Bartlett",1997,3.56,15,2431,139,48143,3957,Mystery
"Blood Brothers (Sign of Seven, #1)",Nora Roberts,2007,4.15,17,2432,59,44116,1545,Romance
Picture Perfect,Jodi Picoult,1995,3.52,11,2433,54,44719,2490,Fiction
"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)","Nobuhiro Watsuki, Kenichiro Yagi",1994,4.33,20,2434,28,36994,261,Manga
Catching Jordan,Miranda Kenneally,2011,3.85,17,2435,15,51787,3234,Romance
Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,1988,4.2,16,2436,62,37885,1318,Nonfiction
"This Girl (Slammed, #3)",Colleen Hoover,2013,4.18,17,2437,22,61186,5787,Romance
There Was an Old Lady Who Swallowed a Fly,Simms Taback,1997,4.2,21,2438,11,41902,719,Poetry
Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,1980,4.13,11,2439,53,36716,1579,Fiction
The Satanic Verses,Salman Rushdie,1988,3.71,11,2440,129,42878,3036,Fiction
Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,2009,4.42,16,2441,53,44099,5488,Nonfiction
Winning,"Jack Welch, Suzy Welch",1992,3.8,4,2442,46,33860,556,Business
"Collide (Collide, #1)",Gail McHugh,2013,4.24,17,2443,36,58679,4562,Romance
How We Decide,Jonah Lehrer,2009,3.81,16,2444,37,33753,1401,Nonfiction
"The Beekeeper's Apprentice (Mary Russell, #1)",Laurie R. King,1994,4.08,15,2445,58,53691,4823,Mystery
"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,2011,4.17,10,2447,53,43749,1618,Fantasy
"First Lord's Fury (Codex Alera, #6)",Jim Butcher,2008,4.37,10,2448,20,45772,1261,Fantasy
The Imperfectionists,Tom Rachman,2010,3.54,11,2449,59,41966,5536,Fiction
The Sea of Tranquility,Katja Millay,2012,4.34,17,2450,31,65924,8606,Romance
"Persepolis 2: The Story of a Return (Persepolis, #2)","Marjane Satrapi, Anjali Singh",2001,4.23,6,2451,29,46982,1991,Comics
"Pyramids (Discworld, #7)",Terry Pratchett,1989,3.88,10,2452,99,52074,1275,Fantasy
"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,1985,4.06,10,2453,63,45820,591,Fantasy
Before I Die,Jenny Downham,2007,3.84,11,2454,90,46571,3910,Fiction
Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert,2009,3.39,16,2455,74,41510,4796,Nonfiction
Keeping the Moon,Sarah Dessen,1999,3.86,18,2456,42,53992,2454,Young Adult
"The Transfer (Divergent, #0.1)",Veronica Roth,2013,4.19,18,2457,13,47872,2918,Young Adult
"Chainfire (Sword of Truth, #9)",Terry Goodkind,2004,3.95,10,2458,42,40856,564,Fantasy
Mastering the Art of French Cooking,"Julia Child, Simone Beck, Louisette Bertholle",1961,4.33,8,2459,19,35315,434,Cooking
"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)","Kazue Kato, John Werry",2009,4.36,20,2460,19,39852,473,Manga
"Confessor (Sword of Truth, #11)",Terry Goodkind,2007,4.08,10,2461,45,40294,845,Fantasy
The Reluctant Fundamentalist,Mohsin Hamid,2007,3.67,11,2462,86,40953,4713,Fiction
The False Prince (The Ascendance Trilogy #1),Jennifer A. Nielsen,2012,4.22,10,2463,31,52979,7080,Fantasy
"Rabbit, Run (Rabbit Angstrom #1)",John Updike,1960,3.57,11,2464,92,42551,2641,Fiction
Stumbling on Happiness,Daniel Todd Gilbert,2006,3.82,16,2465,46,39381,2166,Nonfiction
Little Bear,"Else Holmelund Minarik, Maurice Sendak",1957,4.22,11,2467,33,47541,407,Fiction
"Lords and Ladies (Discworld, #14; Witches #4)",Terry Pratchett,1992,4.14,10,2469,75,50692,997,Fantasy
"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,2006,4.29,10,2470,56,49726,1256,Fantasy
"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,2006,4.05,10,2471,72,54314,4441,Fantasy
"The Field Guide (The Spiderwick Chronicles, #1)","Holly Black, Tony DiTerlizzi",2003,3.85,10,2472,4,58671,2574,Fantasy
Radical: Taking Back Your Faith from the American Dream,David Platt,2010,4.18,16,2473,22,37317,1669,Nonfiction
The 48 Laws of Power,"Robert Greene, Joost Elffers",1988,4.18,16,2474,66,40152,2166,Nonfiction
"My Side of the Mountain (Mountain, #1)",Jean Craighead George,1959,4.03,11,2475,54,50618,2441,Fiction
"The Winter Sea (Slains, #1)","Susanna Kearsley, Rosalyn Landor",2008,4.07,11,2476,40,47784,5615,Fiction
"The Sword Thief (The 39 Clues, #3)",Peter Lerangis,2009,3.87,15,2477,32,42573,1112,Mystery
Coma,Robin Cook,1977,3.86,28,2478,75,41540,567,Thriller
Requiem for a Dream,"Hubert Selby Jr., Darren Aronofsky, Richard Price",1978,4.1,11,2479,39,39392,935,Fiction
"Into the Wild (Warriors, #1)",Erin Hunter,2003,4.29,10,2480,74,52663,4298,Fantasy
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,1970,4.21,12,2481,100,43523,2277,History
"Rush (Breathless, #1)",Maya Banks,2013,3.97,17,2483,49,58570,3667,Romance
